ID,Name,Type 1,Type 2,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Ability 1,Ability 2,NoGender,EggGroup1,EggGroup2,IsMega,FightsWon,TotalFights,WinPercentage 
414,Mega Metagross,Steel,Psychic,None,3,80.0,145.0,150.0,105.0,110.0,110.0,700.0,942.9,2.5,0.5,Iron Leg Pokémon,3,40,Slow,35,0,0,1,3,3,Metagross,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5,Tough Claws,None,1,Mineral,No Eggs Discovered,1,113,130,0.869231
415,Regirock,Rock,Rock,Sturdy,3,80.0,100.0,200.0,50.0,100.0,50.0,580.0,230.0,1.7,0.5,Rock Peak Pokémon,3,80,Slow,35,1,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Clear Body,None,1,No Eggs Discovered,No Eggs Discovered,0,50,144,0.347222
416,Regice,Ice,Ice,Ice Body,3,80.0,50.0,100.0,100.0,200.0,50.0,580.0,175.0,1.8,0.5,Iceberg Pokémon,3,80,Slow,35,1,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Clear Body,None,1,No Eggs Discovered,No Eggs Discovered,0,33,140,0.235714
417,Registeel,Steel,Steel,Light Metal,3,80.0,75.0,150.0,75.0,150.0,50.0,580.0,205.0,1.9,0.5,Iron Pokémon,3,80,Slow,35,1,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,Clear Body,None,1,No Eggs Discovered,No Eggs Discovered,0,35,113,0.309735
418,Latias,Dragon,Psychic,None,3,80.0,80.0,90.0,110.0,130.0,110.0,600.0,40.0,1.4,0.0,Eon Pokémon,3,120,Slow,90,1,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,Levitate,None,0,No Eggs Discovered,No Eggs Discovered,0,116,133,0.87218
419,Mega Latias,Dragon,Psychic,None,3,80.0,100.0,120.0,140.0,150.0,110.0,700.0,52.0,1.8,0.0,Eon Pokémon,3,120,Slow,90,1,0,1,1,1,Latias,1.0,0.5,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,Levitate,None,0,No Eggs Discovered,No Eggs Discovered,1,0,0,0.0
420,Latios,Dragon,Psychic,None,3,80.0,90.0,80.0,130.0,110.0,110.0,600.0,60.0,2.0,1.0,Eon Pokémon,3,120,Slow,90,1,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,Levitate,None,0,No Eggs Discovered,No Eggs Discovered,0,107,125,0.856
421,Mega Latios,Dragon,Psychic,None,3,80.0,130.0,100.0,160.0,120.0,110.0,700.0,70.0,2.3,1.0,Eon Pokémon,3,120,Slow,90,1,0,1,1,1,Latios,1.0,0.5,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,Levitate,None,0,No Eggs Discovered,No Eggs Discovered,1,97,108,0.898148
422,Kyogre,Water,Water,None,3,100.0,100.0,90.0,150.0,140.0,90.0,670.0,352.0,4.5,0.5,Sea Basin Pokémon,3,120,Slow,0,1,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Drizzle,None,1,No Eggs Discovered,No Eggs Discovered,0,92,128,0.71875
423,Primal Kyogre,Water,Water,None,3,100.0,150.0,90.0,180.0,160.0,90.0,770.0,430.0,9.8,0.5,Sea Basin Pokémon,3,120,Slow,0,1,0,1,1,1,Kyogre,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Primordial Sea,None,1,No Eggs Discovered,No Eggs Discovered,0,97,132,0.734848
424,Groudon,Ground,Ground,None,3,100.0,150.0,140.0,100.0,90.0,90.0,670.0,950.0,3.5,0.5,Continent Pokémon,3,120,Slow,0,1,0,0,1,1,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Drought,None,1,No Eggs Discovered,No Eggs Discovered,0,106,133,0.796992
425,Primal Groudon,Ground,Fire,None,3,100.0,180.0,160.0,150.0,90.0,90.0,770.0,999.7,5.0,0.5,Continent Pokémon,3,120,Slow,0,1,0,1,1,1,Groudon,1.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,Desolate Land,None,1,No Eggs Discovered,No Eggs Discovered,0,91,121,0.752066
426,Rayquaza,Dragon,Flying,None,3,105.0,150.0,90.0,150.0,90.0,95.0,680.0,206.5,7.0,0.5,Sky High Pokémon,3,120,Slow,0,1,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,Air Lock,None,1,No Eggs Discovered,No Eggs Discovered,0,116,140,0.828571
427,Mega Rayquaza,Dragon,Flying,None,3,105.0,180.0,100.0,180.0,100.0,115.0,780.0,392.0,10.8,0.5,Sky High Pokémon,3,120,Slow,0,1,0,1,1,1,Rayquaza,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,Delta Stream,None,1,No Eggs Discovered,No Eggs Discovered,1,127,134,0.947761
428,Jirachi,Steel,Psychic,None,3,100.0,100.0,100.0,100.0,100.0,100.0,600.0,1.1,0.3,0.5,Wish Pokémon,3,120,Slow,100,0,1,0,1,1,No Preevolution,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5,Serene Grace,None,1,No Eggs Discovered,No Eggs Discovered,0,134,153,0.875817
429,Deoxys Normal Forme,Psychic,Psychic,None,3,50.0,150.0,50.0,150.0,50.0,150.0,600.0,60.8,1.7,0.5,DNA Pokémon,3,120,Slow,0,0,1,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Pressure,None,1,No Eggs Discovered,No Eggs Discovered,0,99,106,0.933962
430,DeoxysAttack Forme,Psychic,Psychic,None,3,50.0,180.0,20.0,180.0,20.0,150.0,600.0,60.8,1.7,0.5,DNA Pokémon,3,120,Slow,0,0,1,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Pressure,None,1,No Eggs Discovered,No Eggs Discovered,0,121,134,0.902985
431,Deoxys Defense Forme,Psychic,Psychic,None,3,50.0,70.0,160.0,70.0,160.0,90.0,600.0,60.8,1.7,0.5,DNA Pokémon,3,120,Slow,0,0,1,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Pressure,None,1,No Eggs Discovered,No Eggs Discovered,0,112,151,0.741722
432,Deoxys Speed Forme,Psychic,Psychic,None,3,50.0,95.0,90.0,95.0,90.0,180.0,600.0,60.8,1.7,0.5,DNA Pokémon,3,120,Slow,0,0,1,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Pressure,None,1,No Eggs Discovered,No Eggs Discovered,0,133,145,0.917241
433,Turtwig,Grass,Grass,Shell Armor,4,55.0,68.0,64.0,45.0,55.0,31.0,318.0,10.2,0.4,0.875,Tiny Leaf Pokémon,45,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Overgrow,None,0,Monster,Grass,0,14,120,0.116667
434,Grotle,Grass,Grass,Shell Armor,4,75.0,89.0,85.0,55.0,65.0,36.0,405.0,97.0,1.1,0.875,Grove Pokémon,45,20,Medium Slow,70,0,0,0,2,3,Turtwig,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Overgrow,None,0,Monster,Grass,0,39,132,0.295455
435,Torterra,Grass,Ground,Shell Armor,4,95.0,109.0,105.0,75.0,85.0,56.0,525.0,310.0,2.2,0.875,Continent Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Grotle,1.0,1.0,2.0,1.0,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0,Overgrow,None,0,Monster,Grass,0,39,113,0.345133
436,Chimchar,Fire,Fire,Iron Fist,4,44.0,58.0,44.0,58.0,44.0,61.0,309.0,6.2,0.5,0.875,Chimp Pokémon,45,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5,Blaze,None,0,Field,Human-Like,0,47,112,0.419643
437,Monferno,Fire,Fighting,Iron Fist,4,64.0,78.0,52.0,78.0,52.0,81.0,405.0,22.0,0.9,0.875,Playful Pokémon,45,20,Medium Slow,70,0,0,0,2,3,Chimchar,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,Blaze,None,0,Field,Human-Like,0,79,123,0.642276
438,Infernape,Fire,Fighting,Iron Fist,4,76.0,104.0,71.0,104.0,71.0,108.0,534.0,55.0,1.2,0.875,Flame Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Monferno,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,Blaze,None,0,Field,Human-Like,0,136,149,0.912752
439,Piplup,Water,Water,Competitive,4,53.0,51.0,53.0,61.0,56.0,40.0,314.0,5.2,0.4,0.875,Penguin Pokémon,45,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Torrent,None,0,Water 1,Field,0,20,140,0.142857
440,Prinplup,Water,Water,Competitive,4,64.0,66.0,68.0,81.0,76.0,50.0,405.0,23.0,0.8,0.875,Penguin Pokémon,45,20,Medium Slow,70,0,0,0,2,3,Piplup,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Torrent,None,0,Water 1,Field,0,33,131,0.251908
441,Empoleon,Water,Steel,Competitive,4,84.0,86.0,88.0,111.0,101.0,60.0,530.0,84.5,1.7,0.875,Emperor Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Prinplup,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.25,1.0,0.5,1.0,2.0,0.5,0.25,0.5,1.0,0.5,Torrent,None,0,Water 1,Field,0,57,123,0.463415
442,Starly,Normal,Flying,None,4,40.0,55.0,30.0,30.0,30.0,60.0,245.0,2.0,0.3,0.5,Starling Pokémon,255,15,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Keen Eye,None,0,Flying,No Eggs Discovered,0,54,124,0.435484
443,Staravia,Normal,Flying,Reckless,4,55.0,75.0,50.0,40.0,40.0,80.0,340.0,15.5,0.6,0.5,Starling Pokémon,120,15,Medium Slow,70,0,0,0,2,3,Starly,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Intimidate,None,0,Flying,No Eggs Discovered,0,75,119,0.630252
444,Staraptor,Normal,Flying,Reckless,4,85.0,120.0,70.0,50.0,60.0,100.0,485.0,24.9,1.2,0.5,Predator Pokémon,45,15,Medium Slow,70,0,0,0,3,3,Staravia,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0,Intimidate,None,0,Flying,No Eggs Discovered,0,113,136,0.830882
445,Bidoof,Normal,Normal,Moody,4,59.0,45.0,40.0,35.0,40.0,31.0,250.0,20.0,0.5,0.5,Plump Mouse Pokémon,255,15,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Simple,Unaware,0,Water 1,Field,0,19,133,0.142857
446,Bibarel,Normal,Water,Moody,4,79.0,85.0,60.0,55.0,60.0,71.0,410.0,31.5,1.0,0.5,Beaver Pokémon,127,15,Medium Fast,70,0,0,0,2,2,Bidoof,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Simple,Unaware,0,Water 1,Field,0,84,139,0.604317
447,Kricketot,Bug,Bug,Run Away,4,37.0,25.0,41.0,25.0,41.0,25.0,194.0,2.2,0.3,0.5,Cricket Pokémon,255,15,Medium Slow,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Shed Skin,None,0,Bug,No Eggs Discovered,0,11,124,0.08871
448,Kricketune,Bug,Bug,Technician,4,77.0,85.0,51.0,55.0,51.0,65.0,384.0,25.5,1.0,0.5,Cricket Pokémon,45,15,Medium Slow,70,0,0,0,2,2,Kricketot,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Swarm,None,0,Bug,No Eggs Discovered,0,63,122,0.516393
449,Shinx,Electric,Electric,Guts,4,45.0,65.0,34.0,40.0,34.0,45.0,263.0,9.5,0.5,0.5,Flash Pokémon,235,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Rivalry,Intimidate,0,Field,No Eggs Discovered,0,36,139,0.258993
450,Luxio,Electric,Electric,Guts,4,60.0,85.0,49.0,60.0,49.0,60.0,363.0,30.5,0.9,0.5,Spark Pokémon,120,20,Medium Slow,100,0,0,0,2,3,Shinx,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Rivalry,Intimidate,0,Field,No Eggs Discovered,0,56,126,0.444444
451,Luxray,Electric,Electric,Guts,4,80.0,120.0,79.0,95.0,79.0,70.0,523.0,42.0,1.4,0.5,Gleam Eyes Pokémon,45,20,Medium Slow,70,0,0,0,3,3,Luxio,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Rivalry,Intimidate,0,Field,No Eggs Discovered,0,77,132,0.583333
452,Budew,Grass,Poison,Leaf Guard,4,40.0,30.0,35.0,50.0,70.0,55.0,280.0,1.2,0.2,0.5,Bud Pokémon,255,20,Medium Slow,70,0,0,0,1,3,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Natural Cure,Poison Point,0,No Eggs Discovered,No Eggs Discovered,0,33,117,0.282051
453,Roserade,Grass,Poison,Technician,4,60.0,70.0,65.0,125.0,105.0,90.0,515.0,14.5,0.9,0.5,Bouquet Pokémon,75,20,Medium Slow,70,0,0,0,3,3,Roselia,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5,Natural Cure,Poison Point,0,Fairy,Grass,0,94,136,0.691176
454,Cranidos,Rock,Rock,Sheer Force,4,67.0,125.0,40.0,30.0,30.0,58.0,350.0,31.5,0.9,0.875,Head Butt Pokémon,45,30,Erratic,70,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Mold Breaker,None,0,Monster,No Eggs Discovered,0,35,102,0.343137
455,Rampardos,Rock,Rock,Sheer Force,4,97.0,165.0,60.0,65.0,50.0,58.0,495.0,102.5,1.6,0.875,Head Butt Pokémon,45,30,Erratic,70,0,0,0,2,2,Cranidos,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Mold Breaker,None,0,Monster,No Eggs Discovered,0,48,123,0.390244
456,Shieldon,Rock,Steel,Soundproof,4,30.0,42.0,118.0,42.0,88.0,30.0,350.0,57.0,0.5,0.875,Shield Pokémon,45,30,Erratic,70,0,0,0,1,2,No Preevolution,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,Sturdy,None,0,Monster,No Eggs Discovered,0,14,125,0.112
457,Bastiodon,Rock,Steel,Soundproof,4,60.0,52.0,168.0,47.0,138.0,30.0,495.0,149.5,1.3,0.875,Shield Pokémon,45,30,Erratic,70,0,0,0,2,2,Shieldon,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5,Sturdy,None,0,Monster,No Eggs Discovered,0,24,121,0.198347
458,Burmy,Bug,Bug,Overcoat,4,40.0,29.0,45.0,29.0,45.0,36.0,224.0,3.4,0.2,0.5,Bagworm Pokémon,120,15,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,Shed Skin,None,0,Bug,No Eggs Discovered,0,18,123,0.146341
459,Wormadam Plant Cloak,Bug,Grass,Overcoat,4,60.0,59.0,85.0,79.0,105.0,36.0,424.0,6.5,0.5,0.0,Bagworm Pokémon,45,15,Medium Fast,70,0,0,0,2,2,Burmy Plant Cloak,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0,Anticipation,None,0,Bug,No Eggs Discovered,0,21,126,0.166667
460,Wormadam Sandy Cloak,Bug,Ground,Overcoat,4,60.0,79.0,105.0,59.0,85.0,36.0,424.0,6.5,0.5,0.0,Bagworm Pokémon,45,15,Medium Fast,70,0,0,0,2,2,Burmy Sandy Cloak,1.0,0.5,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,Anticipation,None,0,Bug,No Eggs Discovered,0,22,129,0.170543
461,Wormadam Trash Cloak,Bug,Steel,Overcoat,4,60.0,69.0,95.0,69.0,95.0,36.0,424.0,6.5,0.5,0.0,Bagworm Pokémon,45,15,Medium Fast,70,0,0,0,2,2,Burmy Trash Cloak,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,Anticipation,None,0,Bug,No Eggs Discovered,0,36,138,0.26087
462,Mothim,Bug,Flying,Tinted Lens,4,70.0,94.0,50.0,94.0,50.0,66.0,424.0,23.3,0.9,1.0,Moth Pokémon,45,15,Medium Fast,70,0,0,0,2,2,Burmy,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,Swarm,None,0,Bug,No Eggs Discovered,0,65,135,0.481481
463,Combee,Bug,Flying,Hustle,4,30.0,30.0,42.0,30.0,42.0,70.0,244.0,5.5,0.3,0.875,Tiny Bee Pokémon,120,15,Medium Slow,70,0,0,0,1,2,No Preevolution,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,Honey Gather,None,0,Bug,No Eggs Discovered,0,55,130,0.423077
464,Vespiquen,Bug,Flying,Unnerve,4,70.0,80.0,102.0,80.0,102.0,40.0,474.0,38.5,1.2,0.0,Beehive Pokémon,45,15,Medium Slow,70,0,0,0,2,2,Combee,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,Pressure,None,0,Bug,No Eggs Discovered,0,34,127,0.267717
465,Pachirisu,Electric,Electric,Volt Absorb,4,60.0,45.0,70.0,45.0,90.0,95.0,405.0,3.9,0.4,0.5,EleSquirrel Pokémon,200,10,Medium Fast,100,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,Run Away,Pickup,0,Field,Fairy,0,103,141,0.730496
466,Buizel,Water,Water,Water Veil,4,55.0,65.0,35.0,60.0,30.0,85.0,330.0,29.5,0.7,0.5,Sea Weasel Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Swift Swim,None,0,Water 1,Field,0,68,111,0.612613
467,Floatzel,Water,Water,Water Veil,4,85.0,105.0,55.0,85.0,50.0,115.0,495.0,33.5,1.1,0.5,Sea Weasel Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Buizel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Swift Swim,None,0,Water 1,Field,0,112,124,0.903226
468,Cherubi,Grass,Grass,None,4,45.0,35.0,45.0,62.0,53.0,35.0,275.0,3.3,0.4,0.5,Cherry Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Chlorophyll,None,0,Fairy,Grass,0,16,135,0.118519
469,Cherrim,Grass,Grass,None,4,70.0,90.0,70.0,87.0,117.0,85.0,519.0,9.3,0.5,0.5,Blossom Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Cherubi,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0,Flower Gift,None,0,Fairy,Grass,0,71,114,0.622807
470,Shellos,Water,Water,Sand Force,4,76.0,48.0,48.0,57.0,62.0,34.0,325.0,6.3,0.3,0.5,Sea Slug Pokémon,190,20,Medium Fast,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Sticky Hold,Storm Drain,0,Water 1,Amorphous,0,18,154,0.116883
471,Gastrodon,Water,Ground,Sand Force,4,111.0,83.0,68.0,92.0,82.0,39.0,475.0,29.9,0.9,0.5,Sea Slug Pokémon,75,20,Medium Fast,70,0,0,0,2,2,Shellos West Sea,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Sticky Hold,Storm Drain,0,Water 1,Amorphous,0,22,124,0.177419
472,Ambipom,Normal,Normal,Skill Link,4,75.0,100.0,66.0,60.0,66.0,115.0,482.0,20.3,1.2,0.5,Long Tail Pokémon,45,20,Fast,100,0,0,0,2,2,Aipom,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Technician,Pickup,0,Field,No Eggs Discovered,0,102,111,0.918919
473,Drifloon,Ghost,Flying,Flare Boost,4,90.0,50.0,34.0,60.0,44.0,70.0,348.0,1.2,0.4,0.5,Balloon Pokémon,125,30,Fluctuating,70,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,0.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,Aftermath,Unburden,0,Amorphous,No Eggs Discovered,0,71,113,0.628319
474,Drifblim,Ghost,Flying,Flare Boost,4,150.0,80.0,44.0,90.0,54.0,80.0,498.0,15.0,1.2,0.5,Blimp Pokémon,60,30,Fluctuating,70,0,0,0,2,2,Drifloon,0.0,0.0,1.0,0.5,0.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0,Aftermath,Unburden,0,Amorphous,No Eggs Discovered,0,80,128,0.625
475,Buneary,Normal,Normal,Limber,4,55.0,66.0,44.0,44.0,56.0,85.0,350.0,5.5,0.4,0.5,Rabbit Pokémon,190,20,Medium Fast,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Run Away,Klutz,0,Field,Human-Like,0,93,135,0.688889
476,Lopunny,Normal,Normal,Limber,4,65.0,76.0,84.0,54.0,96.0,105.0,480.0,33.3,1.2,0.5,Rabbit Pokémon,60,20,Medium Fast,140,0,0,1,2,2,Buneary,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Cute Charm,Klutz,0,Field,Human-Like,0,109,121,0.900826
477,Mega Lopunny,Normal,Fighting,None,4,65.0,136.0,94.0,54.0,96.0,135.0,580.0,28.3,1.3,0.0,Rabbit Pokémon,60,20,Medium Fast,140,0,0,1,2,2,Lopunny,1.0,2.0,2.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0,Scrappy,None,0,Field,Human-Like,1,124,129,0.96124
478,Mismagius,Ghost,Ghost,None,4,60.0,60.0,60.0,105.0,105.0,105.0,495.0,4.4,0.9,0.5,Magical Pokémon,45,25,Fast,35,0,0,0,2,2,Misdreavus,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Levitate,None,0,Amorphous,No Eggs Discovered,0,106,125,0.848
