First_pokemon,Second_pokemon,Winner,Name_P1,Type 1_P1,Type 2_P1,Type_P1,Abilities_P1,HiddenAbility_P1,Generation_P1,Hp_P1,Attack_P1,Defense_P1,SpecialAttack_P1,SpecialDefense_P1,Speed_P1,TotalStats_P1,Weight_P1,Height_P1,GenderProbM_P1,Category_P1,CatchRate_P1,EggCycles_P1,EggGroup_P1,LevelingRate_P1,BaseFriendship_P1,IsLegendary_P1,IsMythical_P1,IsUltraBeast_P1,HasMega_P1,EvoStage_P1,TotalEvoStages_P1,PreevoName_P1,DamageFromNormal_P1,DamageFromFighting_P1,DamageFromFlying_P1,DamageFromPoison_P1,DamageFromGround_P1,DamageFromRock_P1,DamageFromBug_P1,DamageFromGhost_P1,DamageFromSteel_P1,DamageFromFire_P1,DamageFromWater_P1,DamageFromGrass_P1,DamageFromElectric_P1,DamageFromPsychic_P1,DamageFromIce_P1,DamageFromDragon_P1,DamageFromDark_P1,DamageFromFairy_P1,Name_P2,Type 1_P2,Type 2_P2,Type_P2,Abilities_P2,HiddenAbility_P2,Generation_P2,Hp_P2,Attack_P2,Defense_P2,SpecialAttack_P2,SpecialDefense_P2,Speed_P2,TotalStats_P2,Weight_P2,Height_P2,GenderProbM_P2,Category_P2,CatchRate_P2,EggCycles_P2,EggGroup_P2,LevelingRate_P2,BaseFriendship_P2,IsLegendary_P2,IsMythical_P2,IsUltraBeast_P2,HasMega_P2,EvoStage_P2,TotalEvoStages_P2,PreevoName_P2,DamageFromNormal_P2,DamageFromFighting_P2,DamageFromFlying_P2,DamageFromPoison_P2,DamageFromGround_P2,DamageFromRock_P2,DamageFromBug_P2,DamageFromGhost_P2,DamageFromSteel_P2,DamageFromFire_P2,DamageFromWater_P2,DamageFromGrass_P2,DamageFromElectric_P2,DamageFromPsychic_P2,DamageFromIce_P2,DamageFromDragon_P2,DamageFromDark_P2,DamageFromFairy_P2
612,757,612,Sandile,Ground,Dark,"['Ground', 'Dark']","['Intimidate', 'Moxie']",['Anger Point'],V,50.0,72.0,35.0,35.0,35.0,65.0,292.0,15.2,0.7,0.5,Desert Croc Pokémon,180.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,2.0,1.0,0.5,1.0,0.5,2.0,0.5,1.0,1.0,2.0,2.0,0.0,0.0,2.0,1.0,0.5,2.0,Inkay,Dark,Psychic,"['Dark', 'Psychic']","['Contrary', 'Suction Cups']",['Infiltrator'],VI,53.0,54.0,53.0,37.0,46.0,45.0,288.0,3.5,0.4,0.5,Revolving Pokémon,190.0,20.0,['Water 1' 'Water 2'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
400,483,483,Sealeo,Ice,Water,"['Ice', 'Water']","['Thick Fat', 'Ice Body']",['Oblivious'],III,90.0,60.0,70.0,75.0,70.0,45.0,410.0,87.6,1.1,0.5,Ball Roll Pokémon,120.0,20.0,['Water 1' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Spheal,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0,Stunky,Poison,Dark,"['Poison', 'Dark']","['Stench', 'Aftermath']",['Keen Eye'],IV,63.0,63.0,47.0,41.0,41.0,74.0,329.0,19.2,0.4,0.5,Skunk Pokémon,225.0,20.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0
151,709,709,Omastar,Rock,Water,"['Rock', 'Water']","['Swift Swim', 'Shell Armor']",['Weak Armor'],I,70.0,60.0,125.0,115.0,70.0,55.0,495.0,35.0,1.0,0.875,Spiral Pokémon,45.0,30.0,['Water 1' 'Water 3'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Omanyte,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,Landorus Incarnate Forme,Ground,Flying,"['Ground', 'Flying']",['Sand Force'],['Sheer Force'],V,89.0,125.0,90.0,115.0,80.0,101.0,600.0,68.0,1.5,1.0,Abundance Pokémon,3.0,120.0,-,"Slow
",90.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
199,531,531,Marill,Water,Fairy,"['Water', 'Fairy']","['Thick Fat', 'Huge Power']",['Sap Sipper'],II,70.0,20.0,50.0,20.0,50.0,40.0,250.0,8.5,0.4,0.5,Aqua Mouse Pokémon,190.0,10.0,['Water 1' 'Fairy'],"Fast
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Azurill,1.0,0.5,1.0,2.0,1.0,1.0,0.5,1.0,1.0,0.5,0.5,2.0,2.0,1.0,0.5,0.0,0.5,1.0,Froslass,Ice,Ghost,"['Ice', 'Ghost']",['Snow Cloak'],['Cursed Body'],IV,70.0,80.0,70.0,80.0,70.0,110.0,480.0,26.6,1.3,0.0,Snow Land Pokémon,75.0,20.0,['Fairy' 'Mineral'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Snorunt,0.0,0.0,1.0,0.5,1.0,2.0,0.5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0
184,418,184,Crobat,Poison,Flying,"['Poison', 'Flying']",['Inner Focus'],['Infiltrator'],II,85.0,90.0,80.0,70.0,80.0,130.0,535.0,75.0,1.8,0.5,Bat Pokémon,90.0,15.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Golbat,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5,Latias,Dragon,Psychic,"['Dragon', 'Psychic']",['Levitate'],[],III,80.0,80.0,90.0,110.0,130.0,110.0,700.0,40.0,1.4,0.0,Eon Pokémon,3.0,120.0,-,"Slow
",90.0,1.0,0.0,0.0,1.0,1.0,1.0,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
659,651,651,Ferroseed,Grass,Steel,"['Grass', 'Steel']",['Iron Barbs'],[],V,44.0,50.0,91.0,24.0,86.0,10.0,305.0,18.8,0.6,0.5,Thorn Seed Pokémon,255.0,20.0,['Grass' 'Mineral'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,0.5,2.0,1.0,0.0,1.0,0.5,1.0,1.0,0.5,4.0,0.5,0.25,0.5,0.5,1.0,0.5,1.0,0.5,Escavalier,Bug,Steel,"['Bug', 'Steel']","['Swarm', 'Shell Armor']",['Overcoat'],V,70.0,135.0,105.0,60.0,105.0,20.0,495.0,33.0,1.0,0.5,Cavalry Pokémon,75.0,15.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Karrablast,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
721,401,401,Chesnaught,Grass,Fighting,"['Grass', 'Fighting']",['Overgrow'],['Bulletproof'],VI,88.0,107.0,122.0,74.0,75.0,64.0,530.0,90.0,1.6,0.875,Spiny Armor Pokémon,45.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Quilladin,1.0,1.0,4.0,2.0,0.5,0.5,1.0,1.0,1.0,2.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,2.0,Walrein,Ice,Water,"['Ice', 'Water']","['Thick Fat', 'Ice Body']",['Oblivious'],III,110.0,80.0,90.0,95.0,90.0,65.0,530.0,150.6,1.4,0.5,Ice Break Pokémon,45.0,20.0,['Water 1' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Sealeo,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0
543,768,543,Heatran,Fire,Steel,"['Fire', 'Steel']",['Flash Fire'],['Flame Body'],IV,91.0,90.0,106.0,130.0,106.0,77.0,600.0,430.0,1.7,0.5,Lava Dome Pokémon,3.0,10.0,-,"Slow
",100.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,0.5,2.0,0.5,0.0,4.0,1.0,0.25,1.0,0.25,1.0,2.0,0.25,1.0,0.5,0.25,0.5,1.0,0.25,Tyrantrum,Rock,Dragon,"['Rock', 'Dragon']",['Strong Jaw'],['Rock Head'],VI,82.0,121.0,119.0,69.0,59.0,71.0,521.0,270.0,2.5,0.875,Despot Pokémon,45.0,30.0,['Monster' 'Dragon'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Tyrunt,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.25,1.0,1.0,0.5,1.0,2.0,2.0,1.0,2.0
461,420,420,Wormadam Trash Cloak,Bug,Steel,"['Bug', 'Steel']",['Anticipation'],['Overcoat'],IV,60.0,69.0,95.0,69.0,95.0,36.0,424.0,6.5,0.5,0.0,Bagworm Pokémon,45.0,15.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Burmy Trash Cloak,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,Latios,Dragon,Psychic,"['Dragon', 'Psychic']",['Levitate'],[],III,80.0,90.0,80.0,130.0,110.0,110.0,700.0,60.0,2.0,1.0,Eon Pokémon,3.0,120.0,-,"Slow
",90.0,1.0,0.0,0.0,1.0,1.0,1.0,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
291,270,270,Beautifly,Bug,Flying,"['Bug', 'Flying']",['Swarm'],['Rivalry'],III,60.0,70.0,50.0,100.0,50.0,65.0,395.0,28.4,1.0,0.5,Butterfly Pokémon,45.0,15.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Silcoon,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0,Lugia,Psychic,Flying,"['Psychic', 'Flying']",['Pressure'],['Multiscale'],II,106.0,90.0,130.0,90.0,154.0,110.0,680.0,216.0,5.2,-,Diving Pokémon,3.0,120.0,-,"Slow
",0.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
203,47,47,Hoppip,Grass,Flying,"['Grass', 'Flying']","['Chlorophyll', 'Leaf Guard']",['Infiltrator'],II,35.0,35.0,40.0,35.0,55.0,50.0,250.0,0.5,0.4,0.5,Cottonweed Pokémon,255.0,20.0,['Fairy' 'Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,Zubat,Poison,Flying,"['Poison', 'Flying']",['Inner Focus'],['Infiltrator'],I,40.0,45.0,35.0,30.0,40.0,55.0,245.0,7.5,0.8,0.5,Bat Pokémon,255.0,15.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,0.25,1.0,0.5,0.0,2.0,0.25,1.0,1.0,1.0,1.0,0.25,2.0,2.0,2.0,1.0,1.0,0.5
381,270,270,Armaldo,Rock,Bug,"['Rock', 'Bug']",['Battle Armor'],['Swift Swim'],III,75.0,125.0,100.0,70.0,80.0,45.0,495.0,68.2,1.5,0.875,Plate Pokémon,45.0,30.0,['Water 3'],"Erratic
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Anorith,0.5,1.0,1.0,0.5,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Lugia,Psychic,Flying,"['Psychic', 'Flying']",['Pressure'],['Multiscale'],II,106.0,90.0,130.0,90.0,154.0,110.0,680.0,216.0,5.2,-,Diving Pokémon,3.0,120.0,-,"Slow
",0.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.25,1.0,1.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,2.0,0.5,2.0,1.0,2.0,1.0
791,503,503,Noibat,Flying,Dragon,"['Flying', 'Dragon']","['Frisk', 'Infiltrator']",['Telepathy'],VI,40.0,30.0,35.0,45.0,40.0,55.0,245.0,8.0,0.5,0.5,Sound Wave Pokémon,190.0,20.0,['Flying' 'Dragon'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,Drapion,Poison,Dark,"['Poison', 'Dark']","['Battle Armor', 'Sniper']",['Keen Eye'],IV,70.0,90.0,110.0,60.0,75.0,95.0,500.0,61.5,1.3,0.5,Ogre Scorpion Pokémon,45.0,20.0,['Bug' 'Water 3'],"Slow
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Skorupi,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0
162,293,162,Dragonite,Dragon,Flying,"['Dragon', 'Flying']",['Inner Focus'],['Multiscale'],I,91.0,134.0,95.0,100.0,100.0,80.0,600.0,210.0,2.2,0.5,Dragon Pokémon,45.0,40.0,['Water 1' 'Dragon'],"Slow
",35.0,0.0,0.0,0.0,0.0,3.0,3.0,Dragonair,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,Dustox,Bug,Poison,"['Bug', 'Poison']",['Shield Dust'],['Compound Eyes'],III,60.0,50.0,70.0,50.0,90.0,65.0,385.0,31.6,1.2,0.5,Poison Moth Pokémon,45.0,15.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Cascoon,1.0,0.25,2.0,0.5,1.0,2.0,0.5,1.0,1.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,1.0,0.5
607,780,607,Cottonee,Grass,Fairy,"['Grass', 'Fairy']","['Prankster', 'Infiltrator']",['Chlorophyll'],V,40.0,27.0,60.0,37.0,50.0,66.0,280.0,0.6,0.3,0.5,Cotton Puff Pokémon,190.0,20.0,['Grass' 'Fairy'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,2.0,4.0,0.5,1.0,1.0,1.0,2.0,2.0,0.5,0.5,0.5,1.0,2.0,0.0,0.5,1.0,Trevenant,Ghost,Grass,"['Ghost', 'Grass']","['Natural Cure', 'Frisk']",['Harvest'],VI,85.0,110.0,76.0,65.0,82.0,56.0,474.0,71.0,1.5,0.5,Elder Tree Pokémon,60.0,20.0,['Grass' 'Amorphous'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Phantump,0.0,0.0,2.0,1.0,0.5,1.0,1.0,2.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,2.0,1.0
537,323,537,Mow Rotom,Electric,Grass,"['Electric', 'Grass']",['Levitate'],[],IV,50.0,65.0,107.0,105.0,107.0,86.0,520.0,0.3,0.3,-,Plasma Pokémon,45.0,20.0,['Amorphous'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,0.25,1.0,2.0,1.0,1.0,1.0,Azurill,Normal,Fairy,"['Normal', 'Fairy']","['Thick Fat', 'Huge Power']",['Sap Sipper'],III,50.0,20.0,40.0,20.0,40.0,20.0,190.0,2.0,0.2,0.25,Polka Dot Pokémon,150.0,10.0,-,"Fast
",70.0,0.0,0.0,0.0,0.0,1.0,3.0,No Preevolution,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
716,91,716,Meloetta Aria Forme,Normal,Psychic,"['Normal', 'Psychic']",['Serene Grace'],[],V,100.0,77.0,77.0,128.0,128.0,90.0,600.0,6.5,0.6,-,Melody Pokémon,3.0,120.0,-,"Slow
",100.0,0.0,1.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Farfetch'd,Normal,Flying,"['Normal', 'Flying']","['Keen Eye', 'Inner Focus']",['Defiant'],I,52.0,90.0,55.0,58.0,62.0,60.0,377.0,15.0,0.8,0.5,Wild Duck Pokémon,45.0,20.0,['Flying' 'Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
379,376,376,Cradily,Rock,Grass,"['Rock', 'Grass']",['Suction Cups'],['Storm Drain'],III,86.0,81.0,97.0,81.0,107.0,43.0,495.0,60.4,1.5,0.875,Barnacle Pokémon,45.0,30.0,['Water 3'],"Erratic
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Lileep,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,Baltoy,Ground,Psychic,"['Ground', 'Psychic']",['Levitate'],[],III,40.0,40.0,55.0,40.0,70.0,55.0,300.0,21.5,0.5,-,Clay Doll Pokémon,255.0,20.0,['Mineral'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.5,1.0,0.5,1.0,0.5,2.0,2.0,1.0,1.0,2.0,2.0,0.0,0.5,2.0,1.0,2.0,1.0
366,758,366,Altaria,Dragon,Flying,"['Dragon', 'Flying']",['Natural Cure'],['Cloud Nine'],III,75.0,70.0,90.0,70.0,105.0,80.0,590.0,20.6,1.1,0.5,Humming Pokémon,45.0,20.0,['Flying' 'Dragon'],"Erratic
",70.0,0.0,0.0,0.0,1.0,2.0,2.0,Swablu,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,Malamar,Dark,Psychic,"['Dark', 'Psychic']","['Contrary', 'Suction Cups']",['Infiltrator'],VI,86.0,92.0,88.0,68.0,75.0,73.0,482.0,47.0,1.5,0.5,Overturning Pokémon,80.0,20.0,['Water 1' 'Water 2'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Inkay,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
282,474,474,Marshtomp,Water,Ground,"['Water', 'Ground']",['Torrent'],['Damp'],III,70.0,85.0,70.0,60.0,70.0,50.0,405.0,28.0,0.7,0.875,Mud Fish Pokémon,45.0,20.0,['Monster' 'Water 1'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Mudkip,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,Drifblim,Ghost,Flying,"['Ghost', 'Flying']","['Aftermath', 'Unburden']",['Flare Boost'],IV,150.0,80.0,44.0,90.0,54.0,80.0,498.0,15.0,1.2,0.5,Blimp Pokémon,60.0,30.0,['Amorphous'],"Fluctuating
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Drifloon,0.0,0.0,1.0,0.5,0.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0
401,151,401,Walrein,Ice,Water,"['Ice', 'Water']","['Thick Fat', 'Ice Body']",['Oblivious'],III,110.0,80.0,90.0,95.0,90.0,65.0,530.0,150.6,1.4,0.5,Ice Break Pokémon,45.0,20.0,['Water 1' 'Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Sealeo,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0,Omastar,Rock,Water,"['Rock', 'Water']","['Swift Swim', 'Shell Armor']",['Weak Armor'],I,70.0,60.0,125.0,115.0,70.0,55.0,495.0,35.0,1.0,0.875,Spiral Pokémon,45.0,30.0,['Water 1' 'Water 3'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Omanyte,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0
296,93,93,Ludicolo,Water,Grass,"['Water', 'Grass']","['Swift Swim', 'Rain Dish']",['Own Tempo'],III,80.0,70.0,70.0,90.0,100.0,70.0,480.0,55.0,1.5,0.5,Carefree Pokémon,45.0,15.0,['Water 1' 'Grass'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,3.0,3.0,Lombre,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,0.5,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Dodrio,Normal,Flying,"['Normal', 'Flying']","['Run Away', 'Early Bird']",['Tangled Feet'],I,60.0,110.0,70.0,60.0,60.0,110.0,470.0,85.2,1.8,0.5,Triple Bird Pokémon,45.0,20.0,['Flying'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Doduo,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
774,710,710,Carbink,Rock,Fairy,"['Rock', 'Fairy']",['Clear Body'],['Sturdy'],VI,50.0,50.0,150.0,50.0,150.0,50.0,500.0,5.7,0.3,-,Jewel Pokémon,60.0,25.0,['Fairy' 'Mineral'],"Slow
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,0.5,1.0,0.5,1.0,2.0,1.0,0.5,1.0,4.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,Landorus Therian Forme,Ground,Flying,"['Ground', 'Flying']",['Intimidate'],[],V,89.0,145.0,90.0,105.0,80.0,91.0,600.0,68.0,1.5,1.0,Abundance Pokémon,3.0,120.0,-,"Slow
",90.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
379,799,799,Cradily,Rock,Grass,"['Rock', 'Grass']",['Suction Cups'],['Storm Drain'],III,86.0,81.0,97.0,81.0,107.0,43.0,495.0,60.4,1.5,0.875,Barnacle Pokémon,45.0,30.0,['Water 3'],"Erratic
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Lileep,0.5,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,Hoopa Unbound,Psychic,Dark,"['Psychic', 'Dark']",['Magician'],[],VI,80.0,160.0,60.0,170.0,130.0,80.0,680.0,9.0,0.5,-,Mischief Pokémon,3.0,120.0,-,"Slow
",100.0,0.0,1.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0
694,133,694,Durant,Bug,Steel,"['Bug', 'Steel']","['Swarm', 'Hustle']",['Truant'],V,58.0,109.0,112.0,48.0,48.0,109.0,484.0,33.0,0.3,0.5,Iron Ant Pokémon,90.0,20.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5,Scyther,Bug,Flying,"['Bug', 'Flying']","['Swarm', 'Technician']",['Steadfast'],I,70.0,110.0,80.0,55.0,80.0,105.0,500.0,56.0,1.5,0.5,Mantis Pokémon,45.0,25.0,['Bug'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,1.0,2.0,No Preevolution,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
559,729,729,Pignite,Fire,Fighting,"['Fire', 'Fighting']",['Blaze'],['Thick Fat'],V,90.0,93.0,55.0,70.0,55.0,55.0,418.0,55.5,1.0,0.875,Fire Pig Pokémon,45.0,20.0,['Field'],"Medium Slow
",70.0,0.0,0.0,0.0,0.0,2.0,3.0,Tepig,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0,Diggersby,Normal,Ground,"['Normal', 'Ground']","['Pickup', 'Cheek Pouch']",['Huge Power'],VI,85.0,56.0,77.0,50.0,77.0,78.0,423.0,42.4,1.0,0.5,Digging Pokémon,127.0,15.0,['Field'],"Medium Fast
",70.0,0.0,0.0,0.0,0.0,2.0,2.0,Bunnelby,1.0,2.0,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
158,306,158,Zapdos,Electric,Flying,"['Electric', 'Flying']",['Pressure'],['Static'],I,90.0,90.0,85.0,125.0,90.0,100.0,580.0,52.6,1.6,-,Electric Pokémon,3.0,80.0,-,"Slow
",35.0,1.0,0.0,0.0,0.0,1.0,1.0,No Preevolution,1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,Gardevoir,Psychic,Fairy,"['Psychic', 'Fairy']","['Synchronize', 'Trace']",['Telepathy'],III,68.0,65.0,65.0,125.0,115.0,80.0,618.0,48.4,1.6,0.5,Embrace Pokémon,45.0,20.0,['Human-Like' 'Amorphous'],"Slow
",35.0,0.0,0.0,0.0,1.0,3.0,3.0,Kirlia,1.0,0.25,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0
