ID,Name,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,LevelingRate,BaseFriendship,IsLegendary,IsMythical,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy,Ability 1,Ability 2,NoGender,IsMega,FightsWon,TotalFights,WinPercentage,Type_Bug,Type_Dark,Type_Dragon,Type_Electric,Type_Fairy,Type_Fighting,Type_Fire,Type_Flying,Type_Ghost,Type_Grass,Type_Ground,Type_Ice,Type_Normal,Type_Poison,Type_Psychic,Type_Rock,Type_Steel,Type_Water,Egg_Amorphous,Egg_Bug,Egg_Ditto,Egg_Dragon,Egg_Fairy,Egg_Field,Egg_Flying,Egg_Grass,Egg_Human-Like,Egg_Mineral,Egg_Monster,Egg_No Eggs Discovered,Egg_Water 1,Egg_Water 2,Egg_Water 3,Alpha_Strike,Durability_Score,Glass_Cannon_Index,Type_Vulnerability,Insta_Kill_Risk,Tank_Bias,Versatility_Bonus,Legendary_Factor 
385,Kecleon,Protean,3,60.0,90.0,70.0,60.0,120.0,40.0,440.0,22.0,1.0,0.5,Color Swap Pokémon,200,20,1059860,70,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Color Change,None,0,0,34,124,0.274194,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,150.0,114.0,0.7853403141361257,2.0,0,0.4318181818181818,1,0
386,Shuppet,Cursed Body,3,44.0,75.0,35.0,63.0,33.0,45.0,295.0,2.3,0.6,0.5,Puppet Pokémon,225,25,800000,35,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Insomnia,Frisk,0,0,36,136,0.264706,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,138.0,29.92,2.0,4.0,0,0.2305084745762712,1,0
387,Banette,Cursed Body,3,64.0,115.0,65.0,83.0,63.0,65.0,455.0,12.5,1.1,0.5,Marionette Pokémon,45,25,800000,35,0,0,1,2,2,Shuppet,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Insomnia,Frisk,0,0,74,139,0.532374,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,198.0,81.92,1.5348837209302326,4.0,0,0.2813186813186813,1,1
388,Mega Banette,None,3,64.0,165.0,75.0,93.0,83.0,75.0,555.0,13.0,1.2,0.5,Marionette Pokémon,45,25,800000,35,0,0,1,2,2,Banette,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Prankster,None,0,1,83,126,0.65873,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,258.0,101.12,1.6226415094339623,4.0,0,0.28468468468468466,1,1
389,Duskull,Frisk,3,20.0,40.0,90.0,30.0,90.0,25.0,295.0,15.0,0.8,0.5,Requiem Pokémon,190,25,800000,35,0,0,0,1,3,No Preevolution,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Levitate,None,0,0,15,132,0.113636,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,70.0,36.0,0.3867403314917127,4.0,0,0.6101694915254238,1,0
390,Dusclops,Frisk,3,40.0,70.0,130.0,60.0,130.0,25.0,455.0,30.6,1.6,0.5,Beckon Pokémon,90,25,800000,35,0,0,0,2,3,Duskull,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,Pressure,None,0,0,21,121,0.173554,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,130.0,104.0,0.49808429118773945,4.0,0,0.5714285714285714,1,0
391,Tropius,Harvest,3,99.0,68.0,83.0,72.0,87.0,51.0,460.0,100.0,2.0,0.5,Fruit Pokémon,200,25,1250000,70,0,0,0,1,1,No Preevolution,1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0,Chlorophyll,Solar Power,0,0,56,134,0.41791,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,140.0,168.3,0.8187134502923976,12.0,1,0.3695652173913043,1,0
392,Chimecho,None,3,75.0,50.0,80.0,95.0,90.0,65.0,455.0,1.0,0.6,0.5,Wind Chime Pokémon,45,25,800000,70,0,0,0,2,2,Chingling,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Levitate,None,0,0,52,122,0.42623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,145.0,127.5,0.847953216374269,6.0,0,0.37362637362637363,1,0
393,Absol,Justified,3,65.0,130.0,60.0,75.0,60.0,75.0,465.0,47.0,1.2,0.5,Disaster Pokémon,30,25,1059860,35,0,0,1,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,Pressure,Super Luck,0,0,89,129,0.689922,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,205.0,78.0,1.6942148760330578,6.0,0,0.25806451612903225,1,1
394,Mega Absol,None,3,65.0,150.0,60.0,115.0,60.0,115.0,565.0,49.0,1.2,0.5,Disaster Pokémon,30,25,1059860,35,0,0,1,1,1,Absol,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0,Magic Bounce,None,0,1,130,139,0.935252,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,265.0,78.0,2.190082644628099,6.0,0,0.21238938053097345,1,1
395,Wynaut,Telepathy,3,95.0,23.0,48.0,23.0,48.0,23.0,260.0,14.0,0.6,0.5,Bright Pokémon,125,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Shadow Tag,None,0,0,6,130,0.046154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,46.0,91.2,0.4742268041237113,6.0,0,0.36923076923076925,1,0
396,Snorunt,Moody,3,50.0,50.0,50.0,50.0,50.0,50.0,300.0,16.8,0.7,0.5,Snow Hat Pokémon,190,20,1000000,70,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Inner Focus,Ice Body,0,0,39,127,0.307087,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,100.0,50.0,0.9900990099009901,8.0,0,0.3333333333333333,1,0
397,Glalie,Moody,3,80.0,80.0,80.0,80.0,80.0,80.0,480.0,256.5,1.5,0.5,Face Pokémon,75,20,1000000,70,0,0,1,2,2,Snorunt,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Inner Focus,Ice Body,0,0,80,133,0.601504,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,160.0,128.0,0.9937888198757764,8.0,0,0.3333333333333333,1,1
398,Mega Glalie,None,3,80.0,120.0,80.0,120.0,80.0,100.0,580.0,350.2,2.1,0.5,Face Pokémon,75,20,1000000,70,0,0,1,2,2,Glalie,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Refrigerate,None,0,1,78,92,0.847826,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,240.0,128.0,1.4906832298136645,8.0,0,0.27586206896551724,1,1
399,Spheal,Oblivious,3,70.0,40.0,50.0,55.0,50.0,25.0,290.0,39.5,0.8,0.5,Clap Pokémon,255,20,1059860,70,0,0,0,1,3,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0,Thick Fat,Ice Body,0,0,8,131,0.061069,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,95.0,70.0,0.9405940594059405,8.0,0,0.3448275862068966,1,0
400,Sealeo,Oblivious,3,90.0,60.0,70.0,75.0,70.0,45.0,410.0,87.6,1.1,0.5,Ball Roll Pokémon,120,20,1059860,70,0,0,0,2,3,Spheal,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0,Thick Fat,Ice Body,0,0,32,134,0.238806,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,135.0,126.0,0.9574468085106383,8.0,0,0.34146341463414637,1,0
401,Walrein,Oblivious,3,110.0,80.0,90.0,95.0,90.0,65.0,530.0,150.6,1.4,0.5,Ice Break Pokémon,45,20,1059860,70,0,0,0,3,3,Sealeo,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.5,2.0,2.0,1.0,0.25,1.0,1.0,1.0,Thick Fat,Ice Body,0,0,75,149,0.503356,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,175.0,198.0,0.9668508287292817,8.0,0,0.33962264150943394,1,0
402,Clamperl,Rattled,3,35.0,64.0,85.0,74.0,55.0,32.0,345.0,52.5,0.4,0.5,Bivalve Pokémon,255,20,600000,70,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Shell Armor,None,0,0,23,116,0.198276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,138.0,49.0,0.9787234042553191,4.0,0,0.4057971014492754,1,0
403,Huntail,Water Veil,3,55.0,104.0,105.0,94.0,75.0,52.0,485.0,27.0,1.7,0.5,Deep Sea Pokémon,60,20,600000,70,0,0,0,2,2,Clamperl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Swift Swim,None,0,0,48,132,0.363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,198.0,99.0,1.0939226519337018,4.0,0,0.3711340206185567,1,0
404,Gorebyss,Hydration,3,55.0,84.0,105.0,114.0,75.0,52.0,485.0,22.6,1.8,0.5,South Sea Pokémon,60,20,600000,70,0,0,0,2,2,Clamperl,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Swift Swim,None,0,0,37,128,0.289062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,198.0,99.0,1.0939226519337018,4.0,0,0.3711340206185567,1,0
405,Relicanth,Sturdy,3,100.0,90.0,130.0,45.0,65.0,55.0,485.0,23.4,1.0,0.875,Longevity Pokémon,25,40,1250000,70,0,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,1.0,0.25,1.0,4.0,2.0,1.0,0.5,1.0,1.0,1.0,Swift Swim,Rock Head,0,0,57,134,0.425373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,135.0,195.0,0.6887755102040817,10.0,1,0.4020618556701031,1,0
406,Luvdisc,Hydration,3,43.0,30.0,55.0,40.0,65.0,97.0,330.0,8.7,0.6,0.25,Rendezvous Pokémon,225,20,800000,70,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Swift Swim,None,0,0,79,131,0.603053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,0,70.0,51.6,0.5785123966942148,4.0,0,0.36363636363636365,1,0
407,Bagon,Sheer Force,3,45.0,75.0,60.0,40.0,30.0,50.0,300.0,42.1,0.6,0.5,Rock Head Pokémon,45,40,1250000,35,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,Rock Head,None,0,0,38,125,0.304,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,115.0,40.5,1.2637362637362637,6.0,0,0.3,1,0
408,Shelgon,Overcoat,3,65.0,95.0,100.0,60.0,50.0,50.0,420.0,110.5,1.1,0.5,Endurance Pokémon,45,40,1250000,35,0,0,0,2,3,Bagon,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,1.0,2.0,Rock Head,None,0,0,43,123,0.349593,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,155.0,97.5,1.0264900662251655,6.0,0,0.35714285714285715,1,0
409,Salamence,Moxie,3,95.0,135.0,80.0,110.0,80.0,100.0,600.0,102.6,1.5,0.5,Dragon Pokémon,45,40,1250000,35,0,0,1,3,3,Shelgon,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,Intimidate,None,0,0,113,137,0.824818,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,245.0,152.0,1.5217391304347827,10.0,1,0.26666666666666666,1,1
410,Mega Salamence,None,3,95.0,145.0,130.0,120.0,90.0,120.0,700.0,112.6,1.8,0.5,Dragon Pokémon,45,40,1250000,35,0,0,1,3,3,Salamence,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,Aerilate,None,0,1,125,133,0.93985,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,265.0,209.0,1.1990950226244343,10.0,1,0.3142857142857143,1,1
411,Beldum,Light Metal,3,40.0,55.0,80.0,35.0,60.0,30.0,300.0,95.2,0.6,0.5,Iron Ball Pokémon,3,40,1250000,35,0,0,0,1,3,No Preevolution,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5,Clear Body,None,1,0,20,133,0.150376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,90.0,56.0,0.6382978723404256,8.0,0,0.4666666666666667,1,0
412,Metang,Light Metal,3,60.0,75.0,100.0,55.0,80.0,50.0,420.0,202.5,1.2,0.5,Iron Claw Pokémon,3,40,1250000,35,0,0,0,2,3,Beldum,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5,Clear Body,None,1,0,42,136,0.308824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,130.0,108.0,0.7182320441988951,8.0,0,0.42857142857142855,1,0
413,Metagross,Light Metal,3,80.0,135.0,130.0,95.0,90.0,70.0,600.0,550.0,1.6,0.5,Iron Leg Pokémon,3,40,1250000,35,0,0,1,3,3,Metang,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5,Clear Body,None,1,0,57,110,0.518182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,230.0,176.0,1.0407239819004526,8.0,0,0.36666666666666664,1,1
414,Mega Metagross,None,3,80.0,145.0,150.0,105.0,110.0,110.0,700.0,942.9,2.5,0.5,Iron Leg Pokémon,3,40,1250000,35,0,0,1,3,3,Metagross,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5,Tough Claws,None,1,1,113,130,0.869231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,0,0,250.0,208.0,0.9578544061302682,8.0,0,0.37142857142857144,1,1
415,Regirock,Sturdy,3,80.0,100.0,200.0,50.0,100.0,50.0,580.0,230.0,1.7,0.5,Rock Peak Pokémon,3,80,1250000,35,1,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,Clear Body,None,1,0,50,144,0.347222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,150.0,240.0,0.4983388704318937,10.0,0,0.5172413793103449,1,1
416,Regice,Ice Body,3,80.0,50.0,100.0,100.0,200.0,50.0,580.0,175.0,1.8,0.5,Iceberg Pokémon,3,80,1250000,35,1,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,Clear Body,None,1,0,33,140,0.235714,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,150.0,240.0,0.4983388704318937,8.0,0,0.5172413793103449,1,1
417,Registeel,Light Metal,3,80.0,75.0,150.0,75.0,150.0,50.0,580.0,205.0,1.9,0.5,Iron Pokémon,3,80,1250000,35,1,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5,Clear Body,None,1,0,35,113,0.309735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,150.0,240.0,0.4983388704318937,6.0,0,0.5172413793103449,1,1
418,Latias,None,3,80.0,80.0,90.0,110.0,130.0,110.0,600.0,40.0,1.4,0.0,Eon Pokémon,3,120,1250000,90,1,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,Levitate,None,0,0,116,133,0.87218,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,190.0,176.0,0.8597285067873304,12.0,0,0.36666666666666664,1,2
419,Mega Latias,None,3,80.0,100.0,120.0,140.0,150.0,110.0,700.0,52.0,1.8,0.0,Eon Pokémon,3,120,1250000,90,1,0,1,1,1,Latias,1.0,0.5,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,Levitate,None,0,1,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,240.0,216.0,0.8856088560885609,12.0,0,0.38571428571428573,1,2
420,Latios,None,3,80.0,90.0,80.0,130.0,110.0,110.0,600.0,60.0,2.0,1.0,Eon Pokémon,3,120,1250000,90,1,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,Levitate,None,0,0,107,125,0.856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,220.0,152.0,1.1518324607329844,12.0,0,0.31666666666666665,1,2
421,Mega Latios,None,3,80.0,130.0,100.0,160.0,120.0,110.0,700.0,70.0,2.3,1.0,Eon Pokémon,3,120,1250000,90,1,0,1,1,1,Latios,1.0,0.5,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0,Levitate,None,0,1,97,108,0.898148,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,290.0,176.0,1.3122171945701357,12.0,0,0.3142857142857143,1,2
422,Kyogre,None,3,100.0,100.0,90.0,150.0,140.0,90.0,670.0,352.0,4.5,0.5,Sea Basin Pokémon,3,120,1250000,0,1,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Drizzle,None,1,0,92,128,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,250.0,230.0,1.0822510822510822,4.0,0,0.34328358208955223,1,1
423,Primal Kyogre,None,3,100.0,150.0,90.0,180.0,160.0,90.0,770.0,430.0,9.8,0.5,Sea Basin Pokémon,3,120,1250000,0,1,0,1,1,1,Kyogre,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0,Primordial Sea,None,1,0,97,132,0.734848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,330.0,250.0,1.3147410358565736,4.0,0,0.3246753246753247,1,2
424,Groudon,None,3,100.0,150.0,140.0,100.0,90.0,90.0,670.0,950.0,3.5,0.5,Continent Pokémon,3,120,1250000,0,1,0,0,1,1,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,Drought,None,1,0,106,133,0.796992,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,250.0,230.0,1.0822510822510822,6.0,0,0.34328358208955223,1,1
425,Primal Groudon,None,3,100.0,180.0,160.0,150.0,90.0,90.0,770.0,999.7,5.0,0.5,Continent Pokémon,3,120,1250000,0,1,0,1,1,1,Groudon,1.0,1.0,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5,Desolate Land,None,1,0,91,121,0.752066,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,330.0,250.0,1.3147410358565736,6.0,1,0.3246753246753247,1,2
426,Rayquaza,None,3,105.0,150.0,90.0,150.0,90.0,95.0,680.0,206.5,7.0,0.5,Sky High Pokémon,3,120,1250000,0,1,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,Air Lock,None,1,0,116,140,0.828571,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,300.0,189.0,1.6574585635359116,10.0,1,0.2647058823529412,1,2
427,Mega Rayquaza,None,3,105.0,180.0,100.0,180.0,100.0,115.0,780.0,392.0,10.8,0.5,Sky High Pokémon,3,120,1250000,0,1,0,1,1,1,Rayquaza,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0,Delta Stream,None,1,1,127,134,0.947761,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,360.0,210.0,1.791044776119403,10.0,1,0.2564102564102564,1,2
428,Jirachi,None,3,100.0,100.0,100.0,100.0,100.0,100.0,600.0,1.1,0.3,0.5,Wish Pokémon,3,120,1250000,100,0,1,0,1,1,No Preevolution,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5,Serene Grace,None,1,0,134,153,0.875817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,200.0,200.0,0.9950248756218906,8.0,0,0.3333333333333333,1,1
429,Deoxys Normal Forme,None,3,50.0,150.0,50.0,150.0,50.0,150.0,600.0,60.8,1.7,0.5,DNA Pokémon,3,120,1250000,0,0,1,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Pressure,None,1,0,99,106,0.933962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,300.0,50.0,2.9702970297029703,6.0,0,0.16666666666666666,1,1
430,DeoxysAttack Forme,None,3,50.0,180.0,20.0,180.0,20.0,150.0,600.0,60.8,1.7,0.5,DNA Pokémon,3,120,1250000,0,0,1,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,Pressure,None,1,0,121,134,0.902985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,360.0,20.0,8.78048780487805,6.0,0,0.06666666666666667,1,1
