ID,Name,Type 1,Type 2,Abilities,HiddenAbility,Generation,Hp,Attack,Defense,SpecialAttack,SpecialDefense,Speed,TotalStats,Weight,Height,GenderProbM,Category,CatchRate,EggCycles,EggGroup,LevelingRate,BaseFriendship,IsLegendary,IsMythical,IsUltraBeast,HasMega,EvoStage,TotalEvoStages,PreevoName,DamageFromNormal,DamageFromFighting,DamageFromFlying,DamageFromPoison,DamageFromGround,DamageFromRock,DamageFromBug,DamageFromGhost,DamageFromSteel,DamageFromFire,DamageFromWater,DamageFromGrass,DamageFromElectric,DamageFromPsychic,DamageFromIce,DamageFromDragon,DamageFromDark,DamageFromFairy 
413,Metagross,Steel,Psychic,['Clear Body'],['Light Metal'],III,80.0,135.0,130.0,95.0,90.0,70.0,700.0,550.0,1.6,-1,Iron Leg Pokémon,3,40,['Mineral'],Slow,35,0,0,0,1,3,3,Metang,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
414,Mega Metagross,Steel,Psychic,Tough Claws,[],III,80.0,145.0,150.0,105.0,110.0,110.0,700.0,942.9,2.5,Genderless,Iron Leg Pokémon,3,40,['Mineral'],Slow,35,0,0,0,1,3,3,Metagross,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
415,Regirock,Rock,None,['Clear Body'],['Sturdy'],III,80.0,100.0,200.0,50.0,100.0,50.0,580.0,230.0,1.7,-1,Rock Peak Pokémon,3,80,[],Slow,35,1,0,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
416,Regice,Ice,None,['Clear Body'],['Ice Body'],III,80.0,50.0,100.0,100.0,200.0,50.0,580.0,175.0,1.8,-1,Iceberg Pokémon,3,80,[],Slow,35,1,0,0,0,1,1,No Preevolution,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
417,Registeel,Steel,None,['Clear Body'],['Light Metal'],III,80.0,75.0,150.0,75.0,150.0,50.0,580.0,205.0,1.9,-1,Iron Pokémon,3,80,[],Slow,35,1,0,0,0,1,1,No Preevolution,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,2.0,1.0,0.5,1.0,0.5,0.5,0.5,1.0,0.5
418,Latias,Dragon,Psychic,['Levitate'],[],III,80.0,80.0,90.0,110.0,130.0,110.0,700.0,40.0,1.4,0.0,Eon Pokémon,3,120,[],Slow,90,1,0,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
419,Mega Latias,Dragon,Psychic,Levitate,[],III,80.0,100.0,120.0,140.0,150.0,110.0,700.0,52.0,1.8,0.0,Eon Pokémon,3,120,['Undiscovered'],Slow,90,1,0,0,1,1,1,Latias,1.0,0.5,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
420,Latios,Dragon,Psychic,['Levitate'],[],III,80.0,90.0,80.0,130.0,110.0,110.0,700.0,60.0,2.0,1.0,Eon Pokémon,3,120,[],Slow,90,1,0,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
421,Mega Latios,Dragon,Psychic,Levitate,[],III,80.0,130.0,100.0,160.0,120.0,110.0,700.0,70.0,2.3,100.0,Eon Pokémon,3,120,['Undiscovered'],Slow,90,1,0,0,1,1,1,Latios,1.0,0.5,1.0,1.0,0.0,1.0,2.0,2.0,1.0,0.5,0.5,0.5,0.5,0.5,2.0,2.0,2.0,2.0
422,Kyogre,Water,None,['Drizzle'],[],III,100.0,100.0,90.0,150.0,140.0,90.0,770.0,352.0,4.5,-1,Sea Basin Pokémon,3,120,[],Slow,0,1,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
423,Primal Kyogre,Water,None,Primordial Sea,[],III,100.0,150.0,90.0,180.0,160.0,90.0,770.0,430.0,4.5,Genderless,Sea Basin Pokémon,3,120,['Undiscovered'],Slow,0,1,0,0,1,1,1,Kyogre,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
424,Groudon,Ground,None,['Drought'],[],III,100.0,150.0,140.0,100.0,90.0,90.0,770.0,950.0,3.5,-1,Continent Pokémon,3,120,[],Slow,0,1,0,0,0,1,1,No Preevolution,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0
425,Primal Groudon,Ground,Fire,Desolate Land,[],III,100.0,180.0,160.0,150.0,90.0,90.0,770.0,999.7,5.0,Genderless,Continent Pokémon,3,120,['Undiscovered'],Slow,0,1,0,0,1,1,1,Groudon,1.0,1.0,1.0,0.5,2.0,2.0,0.5,1.0,0.5,0.5,4.0,1.0,0.0,1.0,1.0,1.0,1.0,0.5
426,Rayquaza,Dragon,Flying,['Air Lock'],[],III,105.0,150.0,90.0,150.0,90.0,95.0,780.0,206.5,7.0,-1,Sky High Pokémon,3,120,[],Slow,0,1,0,0,1,1,1,No Preevolution,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
427,Mega Rayquaza,Dragon,Flying,Delta Stream,[],III,105.0,180.0,100.0,180.0,100.0,115.0,780.0,392.0,7.0,Genderless,Sky High Pokémon,3,120,['Undiscovered'],Slow,0,1,0,0,1,1,1,Rayquaza,1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,1.0,0.5,0.5,0.25,1.0,1.0,4.0,2.0,1.0,2.0
428,Jirachi,Steel,Psychic,['Serene Grace'],[],III,100.0,100.0,100.0,100.0,100.0,100.0,600.0,1.1,0.3,-1,Wish Pokémon,3,120,[],Slow,100,0,1,0,0,1,1,No Preevolution,0.5,1.0,0.5,0.0,2.0,0.5,1.0,2.0,0.5,2.0,1.0,0.5,1.0,0.25,0.5,0.5,2.0,0.5
429,Deoxys Normal Forme,Psychic,None,['Pressure'],[],III,50.0,150.0,50.0,150.0,50.0,150.0,600.0,60.8,1.7,-1,DNA Pokémon,3,120,[],Slow,0,0,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
430,DeoxysAttack Forme,Psychic,None,['Pressure'],[],III,50.0,180.0,20.0,180.0,20.0,150.0,600.0,60.8,1.7,-1,DNA Pokémon,3,120,[],Slow,0,0,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
431,Deoxys Defense Forme,Psychic,None,['Pressure'],[],III,50.0,70.0,160.0,70.0,160.0,90.0,600.0,60.8,1.7,-1,DNA Pokémon,3,120,[],Slow,0,0,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
432,Deoxys Speed Forme,Psychic,None,['Pressure'],[],III,50.0,95.0,90.0,95.0,90.0,180.0,600.0,60.8,1.7,-1,DNA Pokémon,3,120,[],Slow,0,0,1,0,0,1,1,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
433,Turtwig,Grass,None,['Overgrow'],['Shell Armor'],IV,55.0,68.0,64.0,45.0,55.0,31.0,318.0,10.2,0.4,0.875,Tiny Leaf Pokémon,45,20,['Monster' 'Grass'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
434,Grotle,Grass,None,['Overgrow'],['Shell Armor'],IV,75.0,89.0,85.0,55.0,65.0,36.0,405.0,97.0,1.1,0.875,Grove Pokémon,45,20,['Monster' 'Grass'],Medium Slow,70,0,0,0,0,2,3,Turtwig,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
435,Torterra,Grass,Ground,['Overgrow'],['Shell Armor'],IV,95.0,109.0,105.0,75.0,85.0,56.0,525.0,310.0,2.2,0.875,Continent Pokémon,45,20,['Monster' 'Grass'],Medium Slow,70,0,0,0,0,3,3,Grotle,1.0,1.0,2.0,1.0,0.5,0.5,2.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
436,Chimchar,Fire,None,['Blaze'],['Iron Fist'],IV,44.0,58.0,44.0,58.0,44.0,61.0,309.0,6.2,0.5,0.875,Chimp Pokémon,45,20,['Field' 'Human-Like'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
437,Monferno,Fire,Fighting,['Blaze'],['Iron Fist'],IV,64.0,78.0,52.0,78.0,52.0,81.0,405.0,22.0,0.9,0.875,Playful Pokémon,45,20,['Field' 'Human-Like'],Medium Slow,70,0,0,0,0,2,3,Chimchar,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
438,Infernape,Fire,Fighting,['Blaze'],['Iron Fist'],IV,76.0,104.0,71.0,104.0,71.0,108.0,534.0,55.0,1.2,0.875,Flame Pokémon,45,20,['Field' 'Human-Like'],Medium Slow,70,0,0,0,0,3,3,Monferno,1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
439,Piplup,Water,None,['Torrent'],['Competitive'],IV,53.0,51.0,53.0,61.0,56.0,40.0,314.0,5.2,0.4,0.875,Penguin Pokémon,45,20,['Water 1' 'Field'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
440,Prinplup,Water,None,['Torrent'],['Competitive'],IV,64.0,66.0,68.0,81.0,76.0,50.0,405.0,23.0,0.8,0.875,Penguin Pokémon,45,20,['Water 1' 'Field'],Medium Slow,70,0,0,0,0,2,3,Piplup,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
441,Empoleon,Water,Steel,['Torrent'],['Competitive'],IV,84.0,86.0,88.0,111.0,101.0,60.0,530.0,84.5,1.7,0.875,Emperor Pokémon,45,20,['Water 1' 'Field'],Medium Slow,70,0,0,0,0,3,3,Prinplup,0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.25,1.0,0.5,1.0,2.0,0.5,0.25,0.5,1.0,0.5
442,Starly,Normal,Flying,['Keen Eye'],[],IV,40.0,55.0,30.0,30.0,30.0,60.0,245.0,2.0,0.3,0.5,Starling Pokémon,255,15,['Flying'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
443,Staravia,Normal,Flying,['Intimidate'],['Reckless'],IV,55.0,75.0,50.0,40.0,40.0,80.0,340.0,15.5,0.6,0.5,Starling Pokémon,120,15,['Flying'],Medium Slow,70,0,0,0,0,2,3,Starly,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
444,Staraptor,Normal,Flying,['Intimidate'],['Reckless'],IV,85.0,120.0,70.0,50.0,60.0,100.0,485.0,24.9,1.2,0.5,Predator Pokémon,45,15,['Flying'],Medium Slow,70,0,0,0,0,3,3,Staravia,1.0,1.0,1.0,1.0,0.0,2.0,0.5,0.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,1.0,1.0
445,Bidoof,Normal,None,"['Simple', 'Unaware']",['Moody'],IV,59.0,45.0,40.0,35.0,40.0,31.0,250.0,20.0,0.5,0.5,Plump Mouse Pokémon,255,15,['Water 1' 'Field'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
446,Bibarel,Normal,Water,"['Simple', 'Unaware']",['Moody'],IV,79.0,85.0,60.0,55.0,60.0,71.0,410.0,31.5,1.0,0.5,Beaver Pokémon,127,15,['Water 1' 'Field'],Medium Fast,70,0,0,0,0,2,2,Bidoof,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
447,Kricketot,Bug,None,['Shed Skin'],['Run Away'],IV,37.0,25.0,41.0,25.0,41.0,25.0,194.0,2.2,0.3,0.5,Cricket Pokémon,255,15,['Bug'],Medium Slow,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
448,Kricketune,Bug,None,['Swarm'],['Technician'],IV,77.0,85.0,51.0,55.0,51.0,65.0,384.0,25.5,1.0,0.5,Cricket Pokémon,45,15,['Bug'],Medium Slow,70,0,0,0,0,2,2,Kricketot,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
449,Shinx,Electric,None,"['Rivalry', 'Intimidate']",['Guts'],IV,45.0,65.0,34.0,40.0,34.0,45.0,263.0,9.5,0.5,0.5,Flash Pokémon,235,20,['Field'],Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
450,Luxio,Electric,None,"['Rivalry', 'Intimidate']",['Guts'],IV,60.0,85.0,49.0,60.0,49.0,60.0,363.0,30.5,0.9,0.5,Spark Pokémon,120,20,['Field'],Medium Slow,100,0,0,0,0,2,3,Shinx,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
451,Luxray,Electric,None,"['Rivalry', 'Intimidate']",['Guts'],IV,80.0,120.0,79.0,95.0,79.0,70.0,523.0,42.0,1.4,0.5,Gleam Eyes Pokémon,45,20,['Field'],Medium Slow,70,0,0,0,0,3,3,Luxio,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
452,Budew,Grass,Poison,"['Natural Cure', 'Poison Point']",['Leaf Guard'],IV,40.0,30.0,35.0,50.0,70.0,55.0,280.0,1.2,0.2,0.5,Bud Pokémon,255,20,[],Medium Slow,70,0,0,0,0,1,3,No Preevolution,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
453,Roserade,Grass,Poison,"['Natural Cure', 'Poison Point']",['Technician'],IV,60.0,70.0,65.0,125.0,105.0,90.0,515.0,14.5,0.9,0.5,Bouquet Pokémon,75,20,['Fairy' 'Grass'],Medium Slow,70,0,0,0,0,3,3,Roselia,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,0.25,0.5,2.0,2.0,1.0,1.0,0.5
454,Cranidos,Rock,None,['Mold Breaker'],['Sheer Force'],IV,67.0,125.0,40.0,30.0,30.0,58.0,350.0,31.5,0.9,0.875,Head Butt Pokémon,45,30,['Monster'],Erratic,70,0,0,0,0,1,2,No Preevolution,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
455,Rampardos,Rock,None,['Mold Breaker'],['Sheer Force'],IV,97.0,165.0,60.0,65.0,50.0,58.0,495.0,102.5,1.6,0.875,Head Butt Pokémon,45,30,['Monster'],Erratic,70,0,0,0,0,2,2,Cranidos,0.5,2.0,0.5,0.5,2.0,1.0,1.0,1.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0
456,Shieldon,Rock,Steel,['Sturdy'],['Soundproof'],IV,30.0,42.0,118.0,42.0,88.0,30.0,350.0,57.0,0.5,0.875,Shield Pokémon,45,30,['Monster'],Erratic,70,0,0,0,0,1,2,No Preevolution,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
457,Bastiodon,Rock,Steel,['Sturdy'],['Soundproof'],IV,60.0,52.0,168.0,47.0,138.0,30.0,495.0,149.5,1.3,0.875,Shield Pokémon,45,30,['Monster'],Erratic,70,0,0,0,0,2,2,Shieldon,0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
458,Burmy,Bug,None,['Shed Skin'],['Overcoat'],IV,40.0,29.0,45.0,29.0,45.0,36.0,224.0,3.4,0.2,0.5,Bagworm Pokémon,120,15,['Bug'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,2.0,1.0,0.5,2.0,1.0,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0
459,Wormadam Plant Cloak,Bug,Grass,['Anticipation'],['Overcoat'],IV,60.0,59.0,85.0,79.0,105.0,36.0,424.0,6.5,0.5,0.0,Bagworm Pokémon,45,15,['Bug'],Medium Fast,70,0,0,0,0,2,2,Burmy Plant Cloak,1.0,0.5,4.0,2.0,0.25,2.0,2.0,1.0,1.0,4.0,0.5,0.25,0.5,1.0,2.0,1.0,1.0,1.0
460,Wormadam Sandy Cloak,Bug,Ground,['Anticipation'],['Overcoat'],IV,60.0,79.0,105.0,59.0,85.0,36.0,424.0,6.5,0.5,0.0,Bagworm Pokémon,45,15,['Bug'],Medium Fast,70,0,0,0,0,2,2,Burmy Sandy Cloak,1.0,0.5,2.0,0.5,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0
461,Wormadam Trash Cloak,Bug,Steel,['Anticipation'],['Overcoat'],IV,60.0,69.0,95.0,69.0,95.0,36.0,424.0,6.5,0.5,0.0,Bagworm Pokémon,45,15,['Bug'],Medium Fast,70,0,0,0,0,2,2,Burmy Trash Cloak,0.5,1.0,1.0,0.0,1.0,1.0,0.5,1.0,0.5,4.0,1.0,0.25,1.0,0.5,0.5,0.5,1.0,0.5
462,Mothim,Bug,Flying,['Swarm'],['Tinted Lens'],IV,70.0,94.0,50.0,94.0,50.0,66.0,424.0,23.3,0.9,1.0,Moth Pokémon,45,15,['Bug'],Medium Fast,70,0,0,0,0,2,2,Burmy,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
463,Combee,Bug,Flying,['Honey Gather'],['Hustle'],IV,30.0,30.0,42.0,30.0,42.0,70.0,244.0,5.5,0.3,0.875,Tiny Bee Pokémon,120,15,['Bug'],Medium Slow,70,0,0,0,0,1,2,No Preevolution,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
464,Vespiquen,Bug,Flying,['Pressure'],['Unnerve'],IV,70.0,80.0,102.0,80.0,102.0,40.0,474.0,38.5,1.2,0.0,Beehive Pokémon,45,15,['Bug'],Medium Slow,70,0,0,0,0,2,2,Combee,1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
465,Pachirisu,Electric,None,"['Run Away', 'Pickup']",['Volt Absorb'],IV,60.0,45.0,70.0,45.0,90.0,95.0,405.0,3.9,0.4,0.5,EleSquirrel Pokémon,200,10,['Field' 'Fairy'],Medium Fast,100,0,0,0,0,1,1,No Preevolution,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
466,Buizel,Water,None,['Swift Swim'],['Water Veil'],IV,55.0,65.0,35.0,60.0,30.0,85.0,330.0,29.5,0.7,0.5,Sea Weasel Pokémon,190,20,['Water 1' 'Field'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
467,Floatzel,Water,None,['Swift Swim'],['Water Veil'],IV,85.0,105.0,55.0,85.0,50.0,115.0,495.0,33.5,1.1,0.5,Sea Weasel Pokémon,75,20,['Water 1' 'Field'],Medium Fast,70,0,0,0,0,2,2,Buizel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
468,Cherubi,Grass,None,['Chlorophyll'],[],IV,45.0,35.0,45.0,62.0,53.0,35.0,275.0,3.3,0.4,0.5,Cherry Pokémon,190,20,['Fairy' 'Grass'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
469,Cherrim,Grass,None,['Flower Gift'],[],IV,70.0,90.0,70.0,87.0,117.0,85.0,519.0,9.3,0.5,0.5,Blossom Pokémon,75,20,['Fairy' 'Grass'],Medium Fast,70,0,0,0,0,2,2,Cherubi,1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
470,Shellos,Water,None,"['Sticky Hold', 'Storm Drain']",['Sand Force'],IV,76.0,48.0,48.0,57.0,62.0,34.0,325.0,6.3,0.3,0.5,Sea Slug Pokémon,190,20,['Water 1' 'Amorphous'],Medium Fast,70,0,0,0,0,1,2,No Preevolution,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
471,Gastrodon,Water,Ground,"['Sticky Hold', 'Storm Drain']",['Sand Force'],IV,111.0,83.0,68.0,92.0,82.0,39.0,475.0,29.9,0.9,0.5,Sea Slug Pokémon,75,20,['Water 1' 'Amorphous'],Medium Fast,70,0,0,0,0,2,2,Shellos West Sea,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5,1.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0
472,Ambipom,Normal,None,"['Technician', 'Pickup']",['Skill Link'],IV,75.0,100.0,66.0,60.0,66.0,115.0,482.0,20.3,1.2,0.5,Long Tail Pokémon,45,20,['Field'],Fast,100,0,0,0,0,2,2,Aipom,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
473,Drifloon,Ghost,Flying,"['Aftermath', 'Unburden']",['Flare Boost'],IV,90.0,50.0,34.0,60.0,44.0,70.0,348.0,1.2,0.4,0.5,Balloon Pokémon,125,30,['Amorphous'],Fluctuating,70,0,0,0,0,1,2,No Preevolution,0.0,0.0,1.0,0.5,0.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0
474,Drifblim,Ghost,Flying,"['Aftermath', 'Unburden']",['Flare Boost'],IV,150.0,80.0,44.0,90.0,54.0,80.0,498.0,15.0,1.2,0.5,Blimp Pokémon,60,30,['Amorphous'],Fluctuating,70,0,0,0,0,2,2,Drifloon,0.0,0.0,1.0,0.5,0.0,2.0,0.25,2.0,1.0,1.0,1.0,0.5,2.0,1.0,2.0,1.0,2.0,1.0
475,Buneary,Normal,None,"['Run Away', 'Klutz']",['Limber'],IV,55.0,66.0,44.0,44.0,56.0,85.0,350.0,5.5,0.4,0.5,Rabbit Pokémon,190,20,['Field' 'Human-Like'],Medium Fast,0,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
476,Lopunny,Normal,None,"['Cute Charm', 'Klutz']",['Limber'],IV,65.0,76.0,84.0,54.0,96.0,105.0,580.0,33.3,1.2,0.5,Rabbit Pokémon,60,20,['Field' 'Human-Like'],Medium Fast,140,0,0,0,1,2,2,Buneary,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
477,Mega Lopunny,Normal,Fighting,Scrappy,[],IV,65.0,136.0,94.0,54.0,96.0,135.0,580.0,28.3,1.3,0.0,Rabbit Pokémon,60,20,"['Field', 'Human-Like']",Medium Fast,140,0,0,0,1,2,2,Lopunny,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,2.0
478,Mismagius,Ghost,None,['Levitate'],[],IV,60.0,60.0,60.0,105.0,105.0,105.0,495.0,4.4,0.9,0.5,Magical Pokémon,45,25,['Amorphous'],Fast,35,0,0,0,0,2,2,Misdreavus,0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
479,Honchkrow,Dark,Flying,"['Insomnia', 'Super Luck']",['Moxie'],IV,100.0,125.0,52.0,105.0,52.0,71.0,505.0,27.3,0.9,0.5,Big Boss Pokémon,30,20,['Flying'],Medium Slow,35,0,0,0,0,2,2,Murkrow,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.5,1.0,1.0,1.0,0.5,2.0,0.0,2.0,1.0,0.5,2.0
480,Glameow,Normal,None,"['Limber', 'Own Tempo']",['Keen Eye'],IV,49.0,55.0,42.0,42.0,37.0,85.0,310.0,3.9,0.5,0.25,Catty Pokémon,190,20,['Field'],Fast,70,0,0,0,0,1,2,No Preevolution,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
481,Purugly,Normal,None,"['Thick Fat', 'Own Tempo']",['Defiant'],IV,71.0,82.0,64.0,64.0,59.0,112.0,452.0,43.8,1.0,0.25,Tiger Cat Pokémon,75,20,['Field'],Fast,70,0,0,0,0,2,2,Glameow,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
482,Chingling,Psychic,None,['Levitate'],[],IV,45.0,30.0,50.0,65.0,50.0,45.0,285.0,0.6,0.2,0.5,Bell Pokémon,120,25,[],Fast,70,0,0,0,0,1,2,No Preevolution,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
