"DexNumber","Name","Type","Abilities","HiddenAbility","Generation","Hp","Attack","Defense","SpecialAttack","SpecialDefense","Speed","TotalStats","Weight","Height","GenderProbM","Category","CatchRate","EggCycles","EggGroup","LevelingRate","BaseFriendship","IsLegendary","IsMythical","IsUltraBeast","HasMega","EvoStage","TotalEvoStages","PreevoName","DamageFromNormal","DamageFromFighting","DamageFromFlying","DamageFromPoison","DamageFromGround","DamageFromRock","DamageFromBug","DamageFromGhost","DamageFromSteel","DamageFromFire","DamageFromWater","DamageFromGrass","DamageFromElectric","DamageFromPsychic","DamageFromIce","DamageFromDragon","DamageFromDark","DamageFromFairy"
452,"Drapion","['Poison', 'Dark']","['Battle Armor', 'Sniper']","['Keen Eye']","IV",70,90,110,60,75,95,500,61.5,1.3,0.5,"Ogre Scorpion Pokémon","45","20",['Bug' 'Water 3'],"Slow
","70
",0,0,0,0,2,2,"Skorupi",1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,0.0,1.0,1.0,0.5,1.0
453,"Croagunk","['Poison', 'Fighting']","['Anticipation', 'Dry Skin']","['Poison Touch']","IV",48,61,40,61,40,50,300,23.0,0.7,0.5,"Toxic Mouth Pokémon","140","10",['Human-Like'],"Medium Fast
","100
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,1.0
454,"Toxicroak","['Poison', 'Fighting']","['Anticipation', 'Dry Skin']","['Poison Touch']","IV",83,106,65,86,65,85,490,44.4,1.3,0.5,"Toxic Mouth Pokémon","75","20",['Human-Like'],"Medium Fast
","70
",0,0,0,0,2,2,"Croagunk",1.0,0.5,2.0,0.5,2.0,0.5,0.25,1.0,1.0,1.0,1.0,0.5,1.0,4.0,1.0,1.0,0.5,1.0
455,"Carnivine","['Grass']","['Levitate']","[]","IV",74,100,72,90,72,46,454,27.0,1.4,0.5,"Bug Catcher Pokémon","200","25",['Grass'],"Slow
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
456,"Finneon","['Water']","['Swift Swim', 'Storm Drain']","['Water Veil']","IV",49,49,56,49,61,66,330,7.0,0.4,0.5,"Wing Fish Pokémon","190","20",['Water 2'],"Erratic
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
457,"Lumineon","['Water']","['Swift Swim', 'Storm Drain']","['Water Veil']","IV",69,69,76,69,86,91,460,24.0,1.2,0.5,"Neon Pokémon","75","20",['Water 2'],"Erratic
","70
",0,0,0,0,2,2,"Finneon",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
458,"Mantyke","['Water', 'Flying']","['Swift Swim', 'Water Absorb']","['Water Veil']","IV",45,20,50,60,120,50,345,65.0,1.0,0.5,"Kite Pokémon","25","25","-","Slow
","70
",0,0,0,0,1,2,"No Preevolution",1.0,0.5,1.0,1.0,0.0,2.0,0.5,1.0,0.5,0.5,0.5,1.0,4.0,1.0,1.0,1.0,1.0,1.0
459,"Snover","['Grass', 'Ice']","['Snow Warning']","['Soundproof']","IV",60,62,50,62,60,40,334,50.5,1.0,0.5,"Frost Tree Pokémon","120","20",['Monster' 'Grass'],"Slow
","70
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
460,"Abomasnow","['Grass', 'Ice']","['Snow Warning']","['Soundproof']","IV",90,92,75,92,85,60,594,135.5,2.2,0.5,"Frost Tree Pokémon","60","20",['Monster' 'Grass'],"Slow
","70
",0,0,0,1,2,2,"Snover",1.0,2.0,2.0,2.0,0.5,2.0,2.0,1.0,2.0,4.0,0.5,0.5,0.5,1.0,1.0,1.0,1.0,1.0
461,"Weavile","['Dark', 'Ice']","['Pressure']","['Pickpocket']","IV",70,120,65,45,85,125,510,34.0,1.1,0.5,"Sharp Claw Pokémon","45","20",['Field'],"Medium Slow
","35
",0,0,0,0,2,2,"Sneasel",1.0,4.0,1.0,1.0,1.0,2.0,2.0,0.5,2.0,2.0,1.0,1.0,1.0,0.0,0.5,1.0,0.5,2.0
462,"Magnezone","['Electric', 'Steel']","['Magnet Pull', 'Sturdy']","['Analytic']","IV",70,70,115,130,90,60,535,180.0,1.2,"-","Magnet Area Pokémon","30","20",['Mineral'],"Medium Fast
","70
",0,0,0,0,3,3,"Magneton",0.5,2.0,0.25,0.0,4.0,0.5,0.5,1.0,0.25,2.0,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5
463,"Lickilicky","['Normal']","['Own Tempo', 'Oblivious']","['Cloud Nine']","IV",110,85,95,80,95,50,515,140.0,1.7,0.5,"Licking Pokémon","30","20",['Monster'],"Medium Fast
","70
",0,0,0,0,2,2,"Lickitung",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
464,"Rhyperior","['Ground', 'Rock']","['Lightning Rod', 'Solid Rock']","['Reckless']","IV",115,140,130,55,55,40,535,282.8,2.4,0.5,"Drill Pokémon","30","20",['Monster' 'Field'],"Slow
","70
",0,0,0,0,3,3,"Rhydon",0.5,2.0,0.5,0.25,2.0,0.5,1.0,1.0,2.0,0.5,4.0,4.0,0.0,1.0,2.0,1.0,1.0,1.0
465,"Tangrowth","['Grass']","['Chlorophyll', 'Leaf Guard']","['Regenerator']","IV",100,100,125,110,50,50,535,128.6,2.0,0.5,"Vine Pokémon","30","20",['Grass'],"Medium Fast
","70
",0,0,0,0,2,2,"Tangela",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
466,"Electivire","['Electric']","['Motor Drive']","['Vital Spirit']","IV",75,123,67,95,85,95,540,138.6,1.8,0.75,"Thunderbolt Pokémon","30","25",['Human-Like'],"Medium Fast
","70
",0,0,0,0,3,3,"Electabuzz",1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0
467,"Magmortar","['Fire']","['Flame Body']","['Vital Spirit']","IV",75,95,67,125,95,83,540,68.0,1.6,0.75,"Blast Pokémon","30","25",['Human-Like'],"Medium Fast
","70
",0,0,0,0,3,3,"Magmar",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
468,"Togekiss","['Fairy', 'Flying']","['Hustle', 'Serene Grace']","['Super Luck']","IV",85,50,95,120,115,80,545,38.0,1.5,0.875,"Jubilee Pokémon","30","10",['Flying' 'Fairy'],"Fast
","70
",0,0,0,0,3,3,"Togetic",1.0,0.25,1.0,2.0,0.0,2.0,0.25,1.0,2.0,1.0,1.0,0.5,2.0,1.0,2.0,0.0,0.5,1.0
469,"Yanmega","['Bug', 'Flying']","['Speed Boost', 'Tinted Lens']","['Frisk']","IV",86,76,86,116,56,95,515,51.5,1.9,0.5,"Ogre Darner Pokémon","30","20",['Bug'],"Medium Fast
","70
",0,0,0,0,2,2,"Yanma",1.0,0.25,2.0,1.0,0.0,4.0,0.5,1.0,1.0,2.0,1.0,0.25,2.0,1.0,2.0,1.0,1.0,1.0
470,"Leafeon","['Grass']","['Leaf Guard']","['Chlorophyll']","IV",65,110,130,60,65,95,525,25.5,1.0,0.875,"Verdant Pokémon","45","35",['Field'],"Medium Fast
","35
",0,0,0,0,2,2,"Eevee",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
471,"Glaceon","['Ice']","['Snow Cloak']","['Ice Body']","IV",65,60,110,130,95,65,525,25.9,0.8,0.875,"Fresh Snow Pokémon","45","35",['Field'],"Medium Fast
","35
",0,0,0,0,2,2,"Eevee",1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
472,"Gliscor","['Ground', 'Flying']","['Hyper Cutter', 'Sand Veil']","['Poison Heal']","IV",75,95,125,45,75,95,510,42.5,2.0,0.5,"Fang Scorpion Pokémon","30","20",['Bug'],"Medium Slow
","70
",0,0,0,0,2,2,"Gligar",1.0,0.5,1.0,0.5,0.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,1.0,4.0,1.0,1.0,1.0
473,"Mamoswine","['Ice', 'Ground']","['Oblivious', 'Snow Cloak']","['Thick Fat']","IV",110,130,80,70,60,80,530,291.0,2.5,0.5,"Twin Tusk Pokémon","50","20",['Field'],"Slow
","70
",0,0,0,0,3,3,"Piloswine",1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0
474,"Porygon-Z","['Normal']","['Adaptability', 'Download']","['Analytic']","IV",85,80,70,135,75,90,535,34.0,0.9,"-","Virtual Pokémon","30","20",['Mineral'],"Medium Fast
","70
",0,0,0,0,3,3,"Porygon2",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
475,"Gallade","['Psychic', 'Fighting']","['Steadfast', 'Sharpness']","['Justified']","IV",68,125,65,65,115,80,618,52.0,1.6,1.0,"Blade Pokémon","45","20",['Human-Like' 'Amorphous'],"Slow
","35
",0,0,0,1,3,3,"Kirlia",1.0,0.5,2.0,1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0
476,"Probopass","['Rock', 'Steel']","['Sturdy', 'Magnet Pull']","['Sand Force']","IV",60,55,145,75,150,40,525,340.0,1.4,0.5,"Compass Pokémon","60","20",['Mineral'],"Medium Fast
","70
",0,0,0,0,2,2,"Nosepass",0.25,4.0,0.25,0.0,4.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,1.0,0.5,0.5,0.5,1.0,0.5
477,"Dusknoir","['Ghost']","['Pressure']","['Frisk']","IV",45,100,135,65,135,45,525,106.6,2.2,0.5,"Gripper Pokémon","45","25",['Amorphous'],"Fast
","35
",0,0,0,0,3,3,"Dusclops",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
478,"Froslass","['Ice', 'Ghost']","['Snow Cloak']","['Cursed Body']","IV",70,80,70,80,70,110,480,26.6,1.3,0.0,"Snow Land Pokémon","75","20",['Fairy' 'Mineral'],"Medium Fast
","70
",0,0,0,0,2,2,"Snorunt",0.0,0.0,1.0,0.5,1.0,2.0,0.5,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.5,1.0,2.0,1.0
479,"Rotom","['Electric', 'Ghost']","['Levitate']","[]","IV",50,50,77,95,77,91,520,0.3,0.3,"-","Plasma Pokémon","45","20",['Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",0.0,0.0,0.5,0.5,2.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,1.0,2.0,1.0
479,"Heat Rotom","['Electric', 'Fire']","['Levitate']","[]","IV",50,65,107,105,107,86,520,0.3,0.3,"-","Plasma Pokémon","45","20",['Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,0.5,1.0,4.0,2.0,0.5,1.0,0.25,0.5,2.0,0.5,0.5,1.0,0.5,1.0,1.0,0.5
479,"Wash Rotom","['Electric', 'Water']","['Levitate']","[]","IV",50,65,107,105,107,86,520,0.3,0.3,"-","Plasma Pokémon","45","20",['Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,0.5,1.0,2.0,1.0,1.0,1.0,0.25,0.5,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0
479,"Frost Rotom","['Electric', 'Ice']","['Levitate']","[]","IV",50,65,107,105,107,86,520,0.3,0.3,"-","Plasma Pokémon","45","20",['Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,2.0,0.5,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,1.0
479,"Fan Rotom","['Electric', 'Flying']","['Levitate']","[]","IV",50,65,107,105,107,86,520,0.3,0.3,"-","Plasma Pokémon","45","20",['Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,0.5,0.5,1.0,0.0,2.0,0.5,1.0,0.5,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0
479,"Mow Rotom","['Electric', 'Grass']","['Levitate']","[]","IV",50,65,107,105,107,86,520,0.3,0.3,"-","Plasma Pokémon","45","20",['Amorphous'],"Medium Fast
","70
",0,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,0.5,2.0,0.5,0.5,0.25,1.0,2.0,1.0,1.0,1.0
480,"Uxie","['Psychic']","['Levitate']","[]","IV",75,75,130,75,130,95,580,0.3,0.3,"-","Knowledge Pokémon","3","80","-","Slow
","140
",1,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
481,"Mesprit","['Psychic']","['Levitate']","[]","IV",80,105,105,105,105,80,580,0.3,0.3,"-","Emotion Pokémon","3","80","-","Slow
","140
",1,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
482,"Azelf","['Psychic']","['Levitate']","[]","IV",75,125,70,125,70,115,580,0.3,0.3,"-","Willpower Pokémon","3","80","-","Slow
","140
",1,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
483,"Dialga","['Steel', 'Dragon']","['Pressure']","['Telepathy']","IV",100,120,120,150,100,90,680,683.0,5.4,"-","Temporal Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0
483,"Dialga Origin Forme","['Steel', 'Dragon']","['Pressure']","['Telepathy']","IV",100,100,120,150,120,90,680,683.0,5.4,"-","Temporal Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",0.5,2.0,0.5,0.0,2.0,0.5,0.5,1.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,1.0,1.0,1.0
484,"Palkia","['Water', 'Dragon']","['Pressure']","['Telepathy']","IV",90,120,100,150,120,100,680,336.0,4.2,"-","Spatial Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0
484,"Palkia Origin Forme","['Water', 'Dragon']","['Pressure']","['Telepathy']","IV",90,100,100,150,120,120,680,336.0,4.2,"-","Spatial Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.25,0.25,1.0,1.0,1.0,1.0,2.0,1.0,2.0
485,"Heatran","['Fire', 'Steel']","['Flash Fire']","['Flame Body']","IV",91,90,106,130,106,77,600,430.0,1.7,0.5,"Lava Dome Pokémon","3","10","-","Slow
","100
",1,0,0,0,1,1,"No Preevolution",0.5,2.0,0.5,0.0,4.0,1.0,0.25,1.0,0.25,1.0,2.0,0.25,1.0,0.5,0.25,0.5,1.0,0.25
486,"Regigigas","['Normal']","['Slow Start']","[]","IV",110,160,110,80,110,100,670,420.0,3.7,"-","Colossal Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
487,"Giratina Altered Forme","['Ghost', 'Dragon']","['Pressure']","['Telepathy']","IV",150,100,120,100,120,90,680,750.0,4.5,"-","Renegade Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0
487,"Giratina Origin Forme","['Ghost', 'Dragon']","['Levitate']","[]","IV",150,120,100,120,100,90,680,750.0,4.5,"-","Renegade Pokémon","3","120","-","Slow
","0
",1,0,0,0,1,1,"No Preevolution",0.0,0.0,1.0,0.5,1.0,1.0,0.5,2.0,1.0,0.5,0.5,0.5,0.5,1.0,2.0,2.0,2.0,2.0
488,"Cresselia","['Psychic']","['Levitate']","[]","IV",120,70,110,75,120,85,580,85.6,1.5,0.0,"Lunar Pokémon","3","120","-","Slow
","100
",1,0,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0
489,"Phione","['Water']","['Hydration']","[]","IV",80,80,80,80,80,80,480,3.1,0.4,"-","Sea Drifter Pokémon","30","40",['Water 1' 'Fairy'],"Slow
","70
",0,1,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
490,"Manaphy","['Water']","['Hydration']","[]","IV",100,100,100,100,100,100,600,1.4,0.3,"-","Seafaring Pokémon","3","10",['Water 1' 'Fairy'],"Slow
","70
",0,1,0,0,1,1,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
491,"Darkrai","['Dark']","['Bad Dreams']","[]","IV",70,90,90,135,90,125,600,50.5,1.5,"-","Pitch-Black Pokémon","3","120","-","Slow
","0
",0,1,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
492,"Shaymin Land Forme","['Grass']","['Natural Cure']","[]","IV",100,100,100,100,100,100,600,2.1,0.2,"-","Gratitude Pokémon","45","120","-","Medium Slow
","100
",0,1,0,0,1,1,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
492,"Shaymin Sky Forme","['Grass', 'Flying']","['Serene Grace']","[]","IV",100,103,75,120,75,127,600,2.1,0.2,"-","Gratitude Pokémon","45","120","-","Medium Slow
","100
",0,1,0,0,1,1,"No Preevolution",1.0,0.5,2.0,2.0,0.0,2.0,1.0,1.0,1.0,2.0,0.5,0.25,1.0,1.0,4.0,1.0,1.0,1.0
493,"Arceus","['Normal']","['Multitype']","[]","IV",120,120,120,120,120,120,720,320.0,3.2,"-","Alpha Pokémon","3","120","-","Slow
","0
",0,1,0,0,1,1,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
494,"Victini","['Psychic', 'Fire']","['Victory Star']","[]","V",100,100,100,100,100,100,600,4.0,0.4,"-","Victory Pokémon","3","120","-","Slow
","100
",0,1,0,0,1,1,"No Preevolution",1.0,0.5,1.0,1.0,2.0,2.0,1.0,2.0,0.5,0.5,2.0,0.5,1.0,0.5,0.5,1.0,2.0,0.5
495,"Snivy","['Grass']","['Overgrow']","['Contrary']","V",45,45,55,45,55,63,308,8.1,0.6,0.875,"Grass Snake Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
496,"Servine","['Grass']","['Overgrow']","['Contrary']","V",60,60,75,60,75,83,413,16.0,0.8,0.875,"Grass Snake Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","70
",0,0,0,0,2,3,"Snivy",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
497,"Serperior","['Grass']","['Overgrow']","['Contrary']","V",75,75,95,75,95,113,528,63.0,3.3,0.875,"Regal Pokémon","45","20",['Field' 'Grass'],"Medium Slow
","70
",0,0,0,0,3,3,"Servine",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
498,"Tepig","['Fire']","['Blaze']","['Thick Fat']","V",65,63,45,45,45,45,308,9.9,0.5,0.875,"Fire Pig Pokémon","45","20",['Field'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
499,"Pignite","['Fire', 'Fighting']","['Blaze']","['Thick Fat']","V",90,93,55,70,55,55,418,55.5,1.0,0.875,"Fire Pig Pokémon","45","20",['Field'],"Medium Slow
","70
",0,0,0,0,2,3,"Tepig",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
500,"Emboar","['Fire', 'Fighting']","['Blaze']","['Reckless']","V",110,123,65,100,65,65,528,150.0,1.6,0.875,"Mega Fire Pig Pokémon","45","20",['Field'],"Medium Slow
","70
",0,0,0,0,3,3,"Pignite",1.0,1.0,2.0,1.0,2.0,1.0,0.25,1.0,0.5,0.5,2.0,0.5,1.0,2.0,0.5,1.0,0.5,1.0
501,"Oshawott","['Water']","['Torrent']","['Shell Armor']","V",55,55,45,63,45,45,308,5.9,0.5,0.875,"Sea Otter Pokémon","45","20",['Field'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
502,"Dewott","['Water']","['Torrent']","['Shell Armor']","V",75,75,60,83,60,60,413,24.5,0.8,0.875,"Discipline Pokémon","45","20",['Field'],"Medium Slow
","70
",0,0,0,0,2,3,"Oshawott",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
503,"Samurott","['Water']","['Torrent']","['Shell Armor']","V",95,100,85,108,70,70,528,94.6,1.5,0.875,"Formidable Pokémon","45","20",['Field'],"Medium Slow
","70
",0,0,0,0,3,3,"Dewott",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.5,1.0,1.0,1.0
503,"Hisuian Samurott","['Water', 'Dark']","['Torrent']","['Sharpness']","VIII",90,108,80,100,65,85,528,94.6,1.5,0.875,"Formidable Pokémon","45","20",['Field'],"Medium Slow
","70
",0,0,0,0,3,3,"Dewott",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,0.5,0.5,0.5,2.0,2.0,0.0,0.5,1.0,0.5,2.0
504,"Patrat","['Normal']","['Run Away', 'Keen Eye']","['Analytic']","V",45,55,39,35,39,42,255,11.6,0.5,0.5,"Scout Pokémon","255","15",['Field'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
505,"Watchog","['Normal']","['Illuminate', 'Keen Eye']","['Analytic']","V",60,85,69,60,69,77,420,27.0,1.1,0.5,"Lookout Pokémon","255","20",['Field'],"Medium Fast
","70
",0,0,0,0,2,2,"Patrat",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
506,"Lillipup","['Normal']","['Vital Spirit', 'Pickup']","['Run Away']","V",45,60,45,25,45,55,275,4.1,0.4,0.5,"Puppy Pokémon","255","15",['Field'],"Medium Slow
","70
",0,0,0,0,1,3,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
507,"Herdier","['Normal']","['Intimidate', 'Sand Rush']","['Scrappy']","V",65,80,65,35,65,60,370,14.7,0.9,0.5,"Loyal Dog Pokémon","120","15",['Field'],"Medium Slow
","70
",0,0,0,0,2,3,"Lillipup",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
508,"Stoutland","['Normal']","['Intimidate', 'Sand Rush']","['Scrappy']","V",85,110,90,45,90,80,500,61.0,1.2,0.5,"Big-Hearted Pokémon","45","15",['Field'],"Medium Slow
","70
",0,0,0,0,3,3,"Herdier",1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
509,"Purrloin","['Dark']","['Limber', 'Unburden']","['Prankster']","V",41,50,37,50,37,66,281,10.1,0.4,0.5,"Devious Pokémon","255","20",['Field'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
510,"Liepard","['Dark']","['Limber', 'Unburden']","['Prankster']","V",64,88,50,88,50,106,446,37.5,1.1,0.5,"Cruel Pokémon","90","20",['Field'],"Medium Fast
","70
",0,0,0,0,2,2,"Purrloin",1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.5,2.0
511,"Pansage","['Grass']","['Gluttony']","['Overgrow']","V",50,53,48,53,48,64,316,10.5,0.6,0.875,"Grass Monkey Pokémon","190","20",['Field'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
512,"Simisage","['Grass']","['Gluttony']","['Overgrow']","V",75,98,63,98,63,101,498,30.5,1.1,0.875,"Thorn Monkey Pokémon","75","20",['Field'],"Medium Fast
","70
",0,0,0,0,2,2,"Pansage",1.0,1.0,2.0,2.0,0.5,1.0,2.0,1.0,1.0,2.0,0.5,0.5,0.5,1.0,2.0,1.0,1.0,1.0
513,"Pansear","['Fire']","['Gluttony']","['Blaze']","V",50,53,48,53,48,64,316,11.0,0.6,0.875,"High Temp Pokémon","190","20",['Field'],"Medium Fast
","70
",0,0,0,0,1,2,"No Preevolution",1.0,1.0,1.0,1.0,2.0,2.0,0.5,1.0,0.5,0.5,2.0,0.5,1.0,1.0,0.5,1.0,1.0,0.5
